latent_variables,nominal_state_year_equalities,nominal_county_period_equalities,nominal_national_year_equalities,nominal_grand_total_equalities,nonzero_reduced_equalities,independent_equalities,equality_nullity,intrinsic_margin_dependencies,algebraically_redundant_higher_level_equalities,zero_information_equalities,county_period_interval_constraints,latent_cell_bound_constraints,graph_components,graph_components_without_interval_half_edge
9695,306,1420,6,1,1259,1256,8439,3,7,467,1722,9695,50,3
