parameter,replicates,coverage_successes,coverage_fraction,coverage_exact_95_lower,coverage_exact_95_upper,mean_bias_irr,median_bias_irr,root_mean_squared_error_irr,median_absolute_relative_bias_percent,median_interval_width,maximum_rhat,minimum_bulk_ess,minimum_tail_ess
primary_rurality_metro_other,20,19,0.95,0.7512672372279722,0.9987349105020502,0.02778500331962902,-0.0047397555517238,0.16908819238708825,8.76472387092625,0.6572511014287863,1.025951703972929,202.34056142995783,552.3649173751487
primary_rurality_nonmetro_adjacent,20,18,0.9,0.6830172859809177,0.9876514728297052,0.019986064013193933,-0.019486409246584152,0.30212499659705716,12.219055452938683,0.9325931364665112,1.0319303974269791,146.02649511777847,287.4563839872459
primary_rurality_nonmetro_nonadjacent,20,20,1.0,0.8315665290169146,1.0,0.01279994300134798,0.02385137366212515,0.2016704732992296,13.4609086523937,0.8850928350790134,1.0343689196586123,132.57317814188056,274.4170389589976
svi_quartile_Q2,20,18,0.9,0.6830172859809177,0.9876514728297052,-0.014103184006154176,-0.04368431592547235,0.16371727798524907,7.795775659948734,0.5858315524605059,1.0290785477671742,215.4451598581988,418.83020393507
svi_quartile_Q3,20,20,1.0,0.8315665290169146,1.0,-0.0202571021374151,-0.01720253409812315,0.14079076025465584,7.580066148522668,0.6089305716963562,1.022284937580108,199.3346850155287,420.1029299834023
svi_quartile_Q4_highest,20,19,0.95,0.7512672372279722,0.9987349105020502,-0.0414190199157324,-0.07501210512308495,0.2303704777203539,12.927290225494303,0.8647327964597784,1.031121386070774,145.44936862892217,283.2079155350972
