parameter,label,r_hat,ess_bulk,ess_tail,mcse_mean,mcse_sd,mean,sd,chains,draws_per_chain,draws,ess
Intercept,Intercept,1.0289748451905536,179.7720382833702,497.98708114172547,0.010805963634699774,0.0075526664890893085,-10.985057779660492,0.14433823255842207,4,1800,7200,179.7720382833702
kappa,kappa,0.9999255544401467,3167.1411737056446,5453.008833232432,0.03160069864143724,0.029376952612543607,6.891581449427937,1.8013725231002626,4,1800,7200,3167.1411737056446
primary_rurality_metro_other,metro_other vs metro_large,1.0115857994076325,302.00475124136676,646.6740924575112,0.009314568654882168,0.006381135042519459,0.2835133909414132,0.1620298878461065,4,1800,7200,302.00475124136676
primary_rurality_nonmetro_adjacent,nonmetro_adjacent vs metro_large,1.030640711954588,187.3091240846836,361.22863958447186,0.015058337233459198,0.011064818776306582,0.4398466881508003,0.20557241969956838,4,1800,7200,187.3091240846836
primary_rurality_nonmetro_nonadjacent,nonmetro_nonadjacent vs metro_large,1.022198200691098,216.45855546319814,437.12111928283423,0.013691944405098477,0.009374529830556776,0.34368021086328976,0.20089830102875167,4,1800,7200,216.45855546319814
sigma_state,sigma_state,1.0213834967343567,248.98788025930122,192.35659649523467,0.004617100147074287,0.008107320423638766,0.13308086915210351,0.10583711080018758,4,1800,7200,248.98788025930122
sigma_year,sigma_year,1.282371647400022,10.799545532821465,16.208795886650304,0.012857068797746818,0.024809739358660623,0.07540134412370914,0.07688139847372964,4,1800,7200,10.799545532821465
state_effect[13],state_effect[13],1.0176283893403577,308.4693648108695,1439.5641622575456,0.005606881351412494,0.004572396046011787,-0.09408368936054146,0.09774013595824702,4,1800,7200,308.4693648108695
state_effect[20],state_effect[20],1.0127670925906982,634.9060481286908,1172.0501719727135,0.0035581172533365926,0.003316897004605912,0.01885541446296519,0.08682462752084529,4,1800,7200,634.9060481286908
state_effect[21],state_effect[21],1.0097401040510694,447.6915955964583,1213.6878302403923,0.004731831583391754,0.0036622059138241027,0.09828526909185546,0.09765984550063925,4,1800,7200,447.6915955964583
state_effect[29],state_effect[29],1.0052370677943185,1365.6117526837525,1831.5940678310326,0.002106885588044513,0.0018888741109784296,0.0022866633668793697,0.0763295391387925,4,1800,7200,1365.6117526837525
state_effect[48],state_effect[48],1.0185122640511104,1092.6867318091183,1637.388182322315,0.002322796360900424,0.002016041492938755,-0.001339347132935632,0.07586531055801721,4,1800,7200,1092.6867318091183
state_effect[51],state_effect[51],1.005600269171693,1059.484986169236,1592.7291941984213,0.002375031218946766,0.002154583864722389,-0.02400431042822293,0.07497420341496636,4,1800,7200,1059.484986169236
svi_quartile_Q2,SVI Q2 vs Q1,1.017242103837159,228.75919234319028,518.5881996108595,0.01064237130969553,0.007335978723655247,0.49634408235228167,0.1601101480480485,4,1800,7200,228.75919234319028
svi_quartile_Q3,SVI Q3 vs Q1,1.0157509411267724,278.1081442304976,726.9486230174768,0.00900573427559019,0.0064153236171425295,0.32907467379102856,0.15008117233984988,4,1800,7200,278.1081442304976
svi_quartile_Q4_highest,SVI Q4 vs Q1,1.012815162590465,232.3165508912345,502.406004512377,0.011876716323975814,0.008231586266292624,0.6615156695364756,0.18075667960950428,4,1800,7200,232.3165508912345
year_effect[2019],year_effect[2019],1.219711643510459,2395.981825374931,2062.917187102094,0.0012339639237378649,0.0014188093261840518,-0.014920839288907101,0.055127028913567744,4,1800,7200,2395.981825374931
year_effect[2020],year_effect[2020],1.028672388066175,332.22203676832544,1995.5335226244108,0.004783619917594433,0.004861431758017211,-0.04005300484671566,0.0668490309031763,4,1800,7200,332.22203676832544
year_effect[2021],year_effect[2021],1.275270453379529,2479.0663967662426,2905.6410670821433,0.0010821991558552955,0.0011519494952776153,0.001497548456086347,0.05343342794446688,4,1800,7200,2479.0663967662426
year_effect[2022],year_effect[2022],1.0284499786037062,242.14271107180517,2167.303638992202,0.005149078020884263,0.005368348548648256,0.04109735507816768,0.06453936942456037,4,1800,7200,242.14271107180517
year_effect[2023],year_effect[2023],1.267856964796823,2385.6189906882437,2556.8409854983647,0.0010720515833474733,0.0011105772544583632,-0.0007469594511526107,0.05166020725821864,4,1800,7200,2385.6189906882437
year_effect[2024],year_effect[2024],1.2739982730870572,2504.0788476707708,2460.497045408253,0.0011407425354086858,0.001207802056790277,0.01312590005252134,0.05394244670051049,4,1800,7200,2504.0788476707708
z_pct_age65,pct_age65 coefficient,1.0282007369266848,219.34945770374406,615.724330837979,0.006940301245633597,0.004837201184768692,0.015639791868283404,0.10265124035286032,4,1800,7200,219.34945770374406
z_pct_male,pct_male coefficient,1.0048746049030053,683.1923613620246,1536.0672711958136,0.003680062948268631,0.0026236379394680913,-0.1469440121128279,0.0962065882695087,4,1800,7200,683.1923613620246
