replicate,truth_scenario,scenario,model_type,term,coefficient,irr,ci_low,ci_high,standard_error,n_rows,events,truth_irr,bias_irr,squared_error_irr,truth_covered_by_95_interval
10,lower_rate_2_4_kappa_10,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,primary_rurality_metro_other,0.27506381683280234,1.3166146943664794,0.9910117826035254,1.7491964110332379,0.14494524078857993,432,1841.0,1.12,0.19661469436647927,0.03865733804082405,True
10,lower_rate_2_4_kappa_10,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_adjacent,0.38408536062973225,1.468270768850357,1.0212097795095751,2.111044267217776,0.18525376418488054,432,1841.0,1.27,0.19827076885035688,0.03931129778051165,True
10,lower_rate_2_4_kappa_10,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_nonadjacent,0.33097104522278376,1.3923194774242602,0.9814598113962754,1.9751736186294562,0.17841084562929505,432,1841.0,1.23,0.16231947742426023,0.026347612751284926,True
10,lower_rate_2_4_kappa_10,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,svi_quartile_Q2,0.4359004834046193,1.5463548991171094,1.1797325634192701,2.0269114782192057,0.1380677100939527,432,1841.0,1.1,0.44635489911710935,0.19923269596584486,False
10,lower_rate_2_4_kappa_10,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,svi_quartile_Q3,0.31389902041337114,1.3687515136066037,1.0437567021292053,1.7949400489391567,0.13830234798440044,432,1841.0,1.25,0.11875151360660374,0.014101921983859393,True
10,lower_rate_2_4_kappa_10,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,svi_quartile_Q4_highest,0.6441059643669204,1.9042837704520559,1.3782822975454183,2.6310260857773233,0.16493262878506018,432,1841.0,1.43,0.47428377045205594,0.2249450949142185,True
10,lower_rate_2_4_kappa_10,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,primary_rurality_metro_other,-49.43074688168839,3.407998484168092e-22,3.896162815295815e-281,2.9809980277250092e+237,304.2018735073254,245,1440.0,1.12,-1.12,1.2544000000000002,True
10,lower_rate_2_4_kappa_10,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_adjacent,-55.06167562044015,1.2218506204467008e-24,0.0,inf,64007.185718861765,245,1440.0,1.27,-1.27,1.6129,True
10,lower_rate_2_4_kappa_10,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_nonadjacent,-59.255445005214675,1.843687076697078e-26,0.0,inf,3181.162853077152,245,1440.0,1.23,-1.23,1.5129,True
10,lower_rate_2_4_kappa_10,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,svi_quartile_Q2,-2.9370969637328317,0.053019422848015675,0.0023219162605439742,1.2106634709031745,1.5960538245549984,245,1440.0,1.1,-1.0469805771519844,1.0961683289335025,True
10,lower_rate_2_4_kappa_10,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,svi_quartile_Q3,25.816586567422164,162930011366.142,,,,245,1440.0,1.25,162930011364.892,2.6546188603363837e+22,False
10,lower_rate_2_4_kappa_10,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,svi_quartile_Q4_highest,3.301787811624316,27.1611545671821,1.8948358198260968,389.33627373059903,1.3584977629885024,245,1440.0,1.43,25.7311545671821,662.0923153602162,False
10,lower_rate_2_4_kappa_10,suppressed_equals_1,NB2_GLM_known_dispersion_HC0,primary_rurality_metro_other,-0.441372885504448,0.6431528394832673,0.47282635778707865,0.8748361171558473,0.15696641870359948,432,1627.0,1.12,-0.4768471605167328,0.22738321449287074,False
10,lower_rate_2_4_kappa_10,suppressed_equals_1,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_adjacent,0.21265467771802782,1.236957428521164,0.8289227338085244,1.8458459607492501,0.20422602551004343,432,1627.0,1.27,-0.03304257147883605,0.0010918115299339893,True
10,lower_rate_2_4_kappa_10,suppressed_equals_1,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_nonadjacent,-0.08808271858012673,0.9156851294167655,0.6434200180798009,1.303160039591751,0.1800381801627575,432,1627.0,1.23,-0.3143148705832345,0.09879383786975544,True
10,lower_rate_2_4_kappa_10,suppressed_equals_1,NB2_GLM_known_dispersion_HC0,svi_quartile_Q2,0.48437472898315526,1.6231597767156047,1.180309223642465,2.2321673066460166,0.1625501382150124,432,1627.0,1.1,0.5231597767156047,0.2736961519731213,False
10,lower_rate_2_4_kappa_10,suppressed_equals_1,NB2_GLM_known_dispersion_HC0,svi_quartile_Q3,0.6716858396483196,1.9575346299797778,1.4948640404370626,2.563404914369134,0.13757682642483926,432,1627.0,1.25,0.7075346299797778,0.500605252620621,False
10,lower_rate_2_4_kappa_10,suppressed_equals_1,NB2_GLM_known_dispersion_HC0,svi_quartile_Q4_highest,0.6046674456574167,1.830643319261399,1.2397826238039404,2.7030988320145717,0.19884254326113493,432,1627.0,1.43,0.40064331926139896,0.16051506926879125,True
10,lower_rate_2_4_kappa_10,suppressed_equals_5,NB2_GLM_known_dispersion_HC0,primary_rurality_metro_other,0.9496851455297199,2.5848956652223283,1.9078658691837738,3.5021778564253854,0.15494891537992728,432,2375.0,1.12,1.4648956652223282,2.145919309987167,False
10,lower_rate_2_4_kappa_10,suppressed_equals_5,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_adjacent,1.3795836327060118,3.9732469529603227,2.650122249431752,5.95696721258558,0.20662135811779803,432,2375.0,1.27,2.7032469529603227,7.307544088689269,False
10,lower_rate_2_4_kappa_10,suppressed_equals_5,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_nonadjacent,1.0623366173153501,2.89312321931669,1.8944637162152904,4.418222365784368,0.2160208256079191,432,2375.0,1.23,1.6631232193166898,2.7659788426303105,False
10,lower_rate_2_4_kappa_10,suppressed_equals_5,NB2_GLM_known_dispersion_HC0,svi_quartile_Q2,0.31246562997273003,1.3667909637237974,0.9695280564128468,1.9268318499506532,0.175209946753517,432,2375.0,1.1,0.2667909637237973,0.07117741832467252,True
