chain,block,accepted,proposed,acceptance_rate,type
1,transfer,10054,242323,0.0414900772935297,count_move
1,interval_transfer,180411,606165,0.2976268837692707,count_move
1,interval_path,145235,605202,0.2399777264450547,count_move
1,swap_2x2,56860,727608,0.0781464744752669,count_move
1,cycle_swap,3977,242702,0.0163863503390989,count_move
1,blocked_refresh,312,7680,0.040625,count_move
1,beta,7426,24000,0.3094166666666667,parameter
1,state,14426,24000,0.6010833333333333,parameter
1,year,11063,24000,0.4609583333333333,parameter
1,log_sigma_state,10460,24000,0.4358333333333333,parameter
1,log_sigma_year,10618,24000,0.4424166666666667,parameter
1,log_kappa,8982,24000,0.37425,parameter
2,transfer,10054,242442,0.0414697123435708,count_move
2,interval_transfer,179556,606537,0.2960347019225537,count_move
2,interval_path,146117,604983,0.2415224890616761,count_move
2,swap_2x2,56379,727252,0.0775233344150308,count_move
2,cycle_swap,3977,242786,0.0163806809288838,count_move
2,blocked_refresh,318,7680,0.04140625,count_move
2,beta,7413,24000,0.308875,parameter
2,state,14528,24000,0.6053333333333333,parameter
2,year,10933,24000,0.4555416666666667,parameter
2,log_sigma_state,10438,24000,0.4349166666666667,parameter
2,log_sigma_year,10598,24000,0.4415833333333333,parameter
2,log_kappa,9024,24000,0.376,parameter
3,transfer,10193,242152,0.0420933958835772,count_move
3,interval_transfer,180916,606068,0.2985077582053499,count_move
3,interval_path,145446,606076,0.2399798045129653,count_move
3,swap_2x2,56347,726955,0.0775109876127133,count_move
3,cycle_swap,4301,242749,0.017717889672048,count_move
3,blocked_refresh,279,7680,0.036328125,count_move
3,beta,7461,24000,0.310875,parameter
3,state,14369,24000,0.5987083333333333,parameter
3,year,10997,24000,0.4582083333333333,parameter
3,log_sigma_state,10373,24000,0.4322083333333333,parameter
3,log_sigma_year,10460,24000,0.4358333333333333,parameter
3,log_kappa,8936,24000,0.3723333333333333,parameter
4,transfer,10213,242937,0.0420397057673388,count_move
4,interval_transfer,179977,606151,0.2969177647153927,count_move
4,interval_path,146009,605044,0.2413196395634036,count_move
4,swap_2x2,56310,727883,0.0773613341704642,count_move
4,cycle_swap,4057,241985,0.0167655019939252,count_move
4,blocked_refresh,330,7680,0.04296875,count_move
4,beta,7432,24000,0.3096666666666666,parameter
4,state,14427,24000,0.601125,parameter
4,year,11184,24000,0.466,parameter
4,log_sigma_state,10532,24000,0.4388333333333333,parameter
4,log_sigma_year,10672,24000,0.4446666666666666,parameter
4,log_kappa,9035,24000,0.3764583333333333,parameter
