county_fips,year,complete_count,public_status,public_lower,public_upper,posterior_mean,posterior_lower_95,posterior_upper_95,absolute_error,squared_error,covered_95
13005,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13005,2020,1,suppressed_1_9,1,9,1.7804166666666668,1.0,4.0,0.7804166666666668,0.6090501736111112,True
13005,2021,4,suppressed_1_9,1,9,2.564583333333333,1.0,5.0,1.4354166666666668,2.060421006944445,True
13005,2022,3,suppressed_1_9,1,9,2.147638888888889,1.0,5.0,0.8523611111111111,0.7265194637345679,True
13005,2023,2,suppressed_1_9,1,9,2.0244444444444443,1.0,4.0,0.02444444444444427,0.0005975308641975222,True
13005,2024,1,suppressed_1_9,1,9,2.4829166666666667,1.0,5.0,1.4829166666666667,2.199041840277778,True
13015,2019,6,suppressed_1_9,1,9,5.814583333333333,2.0,9.0,0.18541666666666679,0.03437934027777782,True
13015,2020,4,suppressed_1_9,1,9,3.686111111111111,1.0,7.0,0.3138888888888891,0.09852623456790137,True
13015,2021,4,suppressed_1_9,1,9,6.424305555555556,3.0,9.0,2.4243055555555557,5.877257426697532,True
13015,2022,4,suppressed_1_9,1,9,5.106944444444444,2.0,9.0,1.1069444444444443,1.2253260030864195,True
13015,2023,6,suppressed_1_9,1,9,4.957638888888889,1.0,9.0,1.042361111111111,1.08651668595679,True
13015,2024,8,suppressed_1_9,1,9,6.010416666666667,2.0,9.0,1.989583333333333,3.958441840277777,True
13023,2019,1,suppressed_1_9,1,9,1.5652777777777778,1.0,3.0,0.5652777777777778,0.3195389660493827,True
13023,2020,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13023,2021,2,suppressed_1_9,1,9,1.6469444444444445,1.0,4.0,0.35305555555555546,0.1246482253086419,True
13023,2022,1,suppressed_1_9,1,9,1.4795833333333333,1.0,3.0,0.47958333333333325,0.23000017361111103,True
13023,2023,1,suppressed_1_9,1,9,1.4672222222222222,1.0,3.0,0.4672222222222222,0.21829660493827158,True
13023,2024,3,suppressed_1_9,1,9,1.6088888888888888,1.0,4.0,1.3911111111111112,1.9351901234567903,True
13121,2019,27,exact,27,27,27.0,27.0,27.0,0.0,0.0,True
13121,2020,79,exact,79,79,79.0,79.0,79.0,0.0,0.0,True
13121,2021,48,exact,48,48,48.0,48.0,48.0,0.0,0.0,True
13121,2022,50,exact,50,50,50.0,50.0,50.0,0.0,0.0,True
13121,2023,86,exact,86,86,86.0,86.0,86.0,0.0,0.0,True
13121,2024,92,exact,92,92,92.0,92.0,92.0,0.0,0.0,True
13141,2019,1,suppressed_1_9,1,9,1.5609722222222222,1.0,3.0,0.5609722222222222,0.3146898341049382,True
13141,2020,1,suppressed_1_9,1,9,1.355,1.0,3.0,0.355,0.126025,True
13141,2021,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13141,2022,1,suppressed_1_9,1,9,1.5016666666666667,1.0,3.0,0.5016666666666667,0.2516694444444445,True
13141,2023,3,suppressed_1_9,1,9,1.49875,1.0,3.0,1.50125,2.2537515624999997,True
13141,2024,1,suppressed_1_9,1,9,1.6643055555555555,1.0,4.0,0.6643055555555555,0.4413018711419752,True
13195,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13195,2020,1,suppressed_1_9,1,9,1.4116666666666666,1.0,3.0,0.4116666666666666,0.16946944444444442,True
13195,2021,2,suppressed_1_9,1,9,1.8211111111111111,1.0,4.0,0.17888888888888888,0.03200123456790123,True
13195,2022,1,suppressed_1_9,1,9,1.6469444444444445,1.0,4.0,0.6469444444444445,0.418537114197531,True
13195,2023,1,suppressed_1_9,1,9,1.6109722222222222,1.0,3.0,0.6109722222222222,0.3732870563271605,True
13195,2024,3,suppressed_1_9,1,9,1.8331944444444443,1.0,4.0,1.1668055555555557,1.3614352044753089,True
13217,2019,6,suppressed_1_9,1,9,5.783055555555555,2.0,9.0,0.2169444444444446,0.04706489197530871,True
13217,2020,4,suppressed_1_9,1,9,3.6818055555555556,1.0,7.0,0.31819444444444445,0.10124770447530865,True
13217,2021,12,exact,12,12,12.0,12.0,12.0,0.0,0.0,True
13217,2022,6,suppressed_1_9,1,9,4.873472222222222,2.0,9.0,1.1265277777777776,1.2690648341049378,True
13217,2023,6,suppressed_1_9,1,9,4.725,1.0,9.0,1.2750000000000004,1.625625000000001,True
13217,2024,3,suppressed_1_9,1,9,5.9366666666666665,2.0,9.0,2.9366666666666665,8.62401111111111,True
13229,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13229,2020,1,suppressed_1_9,1,9,1.6647222222222222,1.0,4.0,0.6647222222222222,0.4418556327160494,True
13229,2021,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13229,2022,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13229,2023,1,suppressed_1_9,1,9,1.9543055555555555,1.0,4.0,0.9543055555555555,0.9106990933641974,True
13229,2024,4,suppressed_1_9,1,9,2.3725,1.0,5.0,1.6275,2.64875625,True
13231,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13231,2020,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13231,2021,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13231,2022,1,suppressed_1_9,1,9,1.7222222222222223,1.0,4.0,0.7222222222222223,0.521604938271605,True
