chain,block,accepted,proposed,acceptance_rate,type
1,transfer,11033,254472,0.0433564400012575,count_move
1,interval_transfer,176982,636536,0.2780392625083263,count_move
1,interval_path,137164,636890,0.2153652907095417,count_move
1,swap_2x2,64349,761391,0.0845150520560395,count_move
1,cycle_swap,4817,254711,0.0189116292582573,count_move
1,blocked_refresh,336,7680,0.04375,count_move
1,beta,8026,24000,0.3344166666666666,parameter
1,state,13796,24000,0.5748333333333333,parameter
1,year,12557,24000,0.5232083333333334,parameter
1,log_sigma_state,10585,24000,0.4410416666666666,parameter
1,log_sigma_year,10429,24000,0.4345416666666666,parameter
1,log_kappa,7778,24000,0.3240833333333333,parameter
2,transfer,11107,254026,0.0437238707848802,count_move
2,interval_transfer,176971,634826,0.2787708757990378,count_move
2,interval_path,137979,637559,0.2164176178204683,count_move
2,swap_2x2,65065,762930,0.0852830534911459,count_move
2,cycle_swap,4752,254659,0.0186602476252557,count_move
2,blocked_refresh,336,7680,0.04375,count_move
2,beta,8055,24000,0.335625,parameter
2,state,13574,24000,0.5655833333333333,parameter
2,year,12579,24000,0.524125,parameter
2,log_sigma_state,10604,24000,0.4418333333333333,parameter
2,log_sigma_year,10434,24000,0.43475,parameter
2,log_kappa,7866,24000,0.32775,parameter
3,transfer,11193,254551,0.0439715420485482,count_move
3,interval_transfer,176834,636025,0.2780299516528438,count_move
3,interval_path,136859,636062,0.2151661316035229,count_move
3,swap_2x2,64301,763454,0.0842238039226986,count_move
3,cycle_swap,4700,253908,0.0185106416497314,count_move
3,blocked_refresh,335,7680,0.0436197916666666,count_move
3,beta,7998,24000,0.33325,parameter
3,state,11918,24000,0.4965833333333333,parameter
3,year,12668,24000,0.5278333333333334,parameter
3,log_sigma_state,10419,24000,0.434125,parameter
3,log_sigma_year,10439,24000,0.4349583333333333,parameter
3,log_kappa,7834,24000,0.3264166666666667,parameter
4,transfer,11172,255163,0.0437837774285456,count_move
4,interval_transfer,176564,635024,0.2780430345939681,count_move
4,interval_path,136572,635771,0.2148131953171818,count_move
4,swap_2x2,64494,763118,0.0845137973419576,count_move
4,cycle_swap,4695,254924,0.0184172537697509,count_move
4,blocked_refresh,344,7680,0.0447916666666666,count_move
4,beta,7908,24000,0.3295,parameter
4,state,13977,24000,0.582375,parameter
4,year,12716,24000,0.5298333333333334,parameter
4,log_sigma_state,10546,24000,0.4394166666666667,parameter
4,log_sigma_year,10356,24000,0.4315,parameter
4,log_kappa,7838,24000,0.3265833333333333,parameter
