chain,block,accepted,proposed,acceptance_rate,type
5,transfer,254126,4498749,0.05648814814963004,count_move
5,interval_transfer,6715345,27003006,0.24868879412906844,count_move
5,interval_path,4640716,22504035,0.20621706285117314,count_move
5,swap_2x2,1839385,26998616,0.0681288626054017,count_move
5,cycle_swap,175426,8995594,0.01950132475965456,count_move
5,blocked_refresh,5348,96000,0.05570833333333333,count_move
5,beta,109051,300000,0.36350333333333334,parameter
5,state,80514,300000,0.26838,parameter
5,year,87951,300000,0.29317,parameter
5,log_sigma_state,130331,300000,0.4344366666666667,parameter
5,log_sigma_year,158505,300000,0.52835,parameter
5,log_kappa,131148,300000,0.43716,parameter
