chain,block,accepted,proposed,acceptance_rate,type
8,transfer,2273330,49488594,0.04593644345604161,count_move
8,interval_transfer,3687468,18006104,0.2047898868072738,count_move
8,swap_2x2,1354651,22505302,0.06019252707650846,count_move
8,blocked_refresh,4445,96000,0.046302083333333334,count_move
8,beta,25330,300000,0.08443333333333333,parameter
8,state,81408,300000,0.27136,parameter
8,year,106937,300000,0.35645666666666664,parameter
8,log_sigma_state,244585,300000,0.8152833333333334,parameter
8,log_sigma_year,282537,300000,0.94179,parameter
8,log_kappa,194667,300000,0.64889,parameter
