parameter,label,r_hat,ess_bulk,ess_tail,mcse_mean,mcse_sd,mean,sd,chains,draws_per_chain,draws,ess
Intercept,Intercept,1.0010035245623188,4698.196525912588,9371.147120621075,0.0002828314581565343,0.00020122084294413369,-10.641608158571083,0.019384247266653103,8,4500,36000,4698.196525912588
kappa,kappa,1.001459981573654,9606.333726388295,23709.622531529152,0.005887874169117896,0.004275242950359651,10.746328571258731,0.5792477102931854,8,4500,36000,9606.333726388295
primary_rurality_metro_other,metro_other vs metro_large,1.0007981648717639,6433.791964846747,15363.996692893199,0.0002011859077597688,0.0001417742900889766,0.13119090450003312,0.0161374340455785,8,4500,36000,6433.791964846747
primary_rurality_nonmetro_adjacent,nonmetro_adjacent vs metro_large,1.0014065904788219,4823.065310024777,11382.065901371298,0.00030402221430197925,0.0002156028541775641,0.24038918643385862,0.021116352123382802,8,4500,36000,4823.065310024777
primary_rurality_nonmetro_nonadjacent,nonmetro_nonadjacent vs metro_large,1.0014534057281523,4271.987045541003,10299.937998070163,0.00041789596429667956,0.00029254818209815557,0.20922539324670528,0.027315899996212516,8,4500,36000,4271.987045541003
sigma_state,sigma_state,1.000973522822764,8718.505883203821,19166.47955698569,0.00024093710626755095,0.00018764220284718554,0.1923816922779508,0.022653440296030832,8,4500,36000,8718.505883203821
sigma_year,sigma_year,0.9999824204583488,35982.96762772027,35848.14631384933,0.00046604675164655475,0.0010884947276660285,0.1803947455670382,0.08906280907743776,8,4500,36000,35982.96762772027
state_effect[01],state_effect[01],1.0004555013266905,11207.520658785434,20348.531898055055,0.0003801804918696392,0.00026851679448745125,-0.2023272993255797,0.04024620961151084,8,4500,36000,11207.520658785434
state_effect[02],state_effect[02],1.005516097591336,2303.9198849198197,5298.6130795815325,0.001833130235607155,0.0013048734355837713,0.06298216467673509,0.08797992176667321,8,4500,36000,2303.9198849198197
state_effect[04],state_effect[04],1.0009409078680482,5934.930228156058,12637.870832900395,0.0006923542498789611,0.0004947053847376216,-0.11834230515432202,0.05332590403165737,8,4500,36000,5934.930228156058
state_effect[05],state_effect[05],1.0006288808572192,10083.418290543186,18311.53280618285,0.00042806380822369897,0.0003029354550712283,0.10041240497800798,0.04298537812478364,8,4500,36000,10083.418290543186
state_effect[06],state_effect[06],1.0001243826826138,13170.2489551939,23885.118340296947,0.00023959323342650132,0.0001707958923864215,-0.0668619762246387,0.027477015052279598,8,4500,36000,13170.2489551939
state_effect[08],state_effect[08],1.000425244556148,11122.038588247147,20116.918823036347,0.0003728395275131584,0.0002645195458631327,0.3159711532861627,0.03930814805644283,8,4500,36000,11122.038588247147
state_effect[09],state_effect[09],1.0024944183776683,4298.530231368427,9815.151193116551,0.0009897838399714962,0.0006989012527101855,0.175933466314309,0.06489218018761861,8,4500,36000,4298.530231368427
state_effect[10],state_effect[10],1.002076123786899,2481.871591538891,5077.797087697557,0.0018021067398217138,0.001279962409643999,-0.09368487047031325,0.08974922541566291,8,4500,36000,2481.871591538891
