chain,block,accepted,proposed,acceptance_rate,type
1,transfer,18499,197031,0.0938887789231136,count_move
1,interval_transfer,137913,491846,0.2803987426958845,count_move
1,interval_path,112028,492643,0.227401992923882,count_move
1,swap_2x2,15304,589635,0.0259550399823619,count_move
1,cycle_swap,625,196845,0.0031750869973837,count_move
1,blocked_refresh,746,7680,0.0971354166666666,count_move
1,beta,11081,24000,0.4617083333333333,parameter
1,state,15900,24000,0.6625,parameter
1,year,8023,24000,0.3342916666666666,parameter
1,log_sigma_state,10485,24000,0.436875,parameter
1,log_sigma_year,10760,24000,0.4483333333333333,parameter
1,log_kappa,8037,24000,0.334875,parameter
2,transfer,18108,196578,0.0921161065836461,count_move
2,interval_transfer,138598,491394,0.2820506558891643,count_move
2,interval_path,112696,492653,0.228753301004967,count_move
2,swap_2x2,15201,589921,0.0257678570520459,count_move
2,cycle_swap,630,197454,0.0031906165486644,count_move
2,blocked_refresh,714,7680,0.09296875,count_move
2,beta,11113,24000,0.4630416666666667,parameter
2,state,16449,24000,0.685375,parameter
2,year,8109,24000,0.337875,parameter
2,log_sigma_state,10427,24000,0.4344583333333333,parameter
2,log_sigma_year,10540,24000,0.4391666666666666,parameter
2,log_kappa,8161,24000,0.3400416666666667,parameter
3,transfer,18462,197297,0.0935746615508598,count_move
3,interval_transfer,136784,492229,0.2778869184871269,count_move
3,interval_path,111882,492434,0.2272020209814919,count_move
3,swap_2x2,15201,589523,0.0257852535015597,count_move
3,cycle_swap,633,196517,0.0032210953759725,count_move
3,blocked_refresh,707,7680,0.0920572916666666,count_move
3,beta,11157,24000,0.464875,parameter
3,state,16425,24000,0.684375,parameter
3,year,9141,24000,0.380875,parameter
3,log_sigma_state,10532,24000,0.4388333333333333,parameter
3,log_sigma_year,10690,24000,0.4454166666666667,parameter
3,log_kappa,8065,24000,0.3360416666666667,parameter
4,transfer,18464,196845,0.093799690111509,count_move
4,interval_transfer,138778,491358,0.2824376523838016,count_move
4,interval_path,112017,491912,0.2277175592382377,count_move
4,swap_2x2,15231,590216,0.0258058066877211,count_move
4,cycle_swap,586,197669,0.0029645518518331,count_move
4,blocked_refresh,758,7680,0.0986979166666666,count_move
4,beta,11052,24000,0.4605,parameter
4,state,16229,24000,0.6762083333333333,parameter
4,year,8864,24000,0.3693333333333333,parameter
4,log_sigma_state,10511,24000,0.4379583333333333,parameter
4,log_sigma_year,10593,24000,0.441375,parameter
4,log_kappa,8101,24000,0.3375416666666667,parameter
