type,block,min,median,max
count_move,blocked_refresh,0.0920572916666666,0.0950520833333333,0.0986979166666666
count_move,cycle_swap,0.0029645518518331,0.0031828517730240497,0.0032210953759725
count_move,interval_path,0.2272020209814919,0.22755977608105984,0.228753301004967
count_move,interval_transfer,0.2778869184871269,0.28122469929252436,0.2824376523838016
count_move,swap_2x2,0.0257678570520459,0.0257955300946404,0.0259550399823619
count_move,transfer,0.0921161065836461,0.09368717583118441,0.0938887789231136
parameter,beta,0.4605,0.462375,0.464875
parameter,log_kappa,0.334875,0.3367916666666667,0.3400416666666667
parameter,log_sigma_state,0.4344583333333333,0.4374166666666667,0.4388333333333333
parameter,log_sigma_year,0.4391666666666666,0.4433958333333333,0.4483333333333333
parameter,state,0.6625,0.6802916666666666,0.685375
parameter,year,0.3342916666666666,0.3536041666666666,0.380875
