replicate,truth_scenario,scenario,model_type,term,coefficient,irr,ci_low,ci_high,standard_error,n_rows,events,truth_irr,bias_irr,squared_error_irr,truth_covered_by_95_interval
4,baseline_rate_3_4_kappa_4,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,primary_rurality_metro_other,0.02844587814170471,1.0288543258196208,0.7582525792550339,1.3960271982163772,0.15570643314882981,432,2618.0,1.12,-0.09114567418037933,0.008307533921795868,True
4,baseline_rate_3_4_kappa_4,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_adjacent,0.40060629680023485,1.4927294604316383,1.047526497842498,2.1271454675655943,0.1807013408348655,432,2618.0,1.27,0.22272946043163833,0.04960841254416874,True
4,baseline_rate_3_4_kappa_4,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_nonadjacent,0.39602352858349343,1.4859042783629757,1.0225451509940855,2.1592313281334663,0.1906779403939576,432,2618.0,1.23,0.2559042783629757,0.06548699968447534,True
4,baseline_rate_3_4_kappa_4,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,svi_quartile_Q2,0.26949582046745,1.3093041599353594,0.9238963783499817,1.8554866361589428,0.17788325445890843,432,2618.0,1.1,0.20930415993535934,0.04380823136624648,True
4,baseline_rate_3_4_kappa_4,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,svi_quartile_Q3,0.41007113440822796,1.5069249755167227,1.1109185989039942,2.044094755526116,0.15555300752460485,432,2618.0,1.25,0.25692497551672266,0.06601044304426854,True
4,baseline_rate_3_4_kappa_4,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,svi_quartile_Q4_highest,0.38725387310197557,1.4729303812157006,0.9863559649970322,2.1995344326981967,0.20458767518698245,432,2618.0,1.43,0.0429303812157007,0.0018430176313253873,True
4,baseline_rate_3_4_kappa_4,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,primary_rurality_metro_other,-25.22413789282654,1.1099313095354124e-11,3.7524120929289505e-12,3.283081605585055e-11,0.5533083495505248,225,2192.0,1.12,-1.1199999999889008,1.2543999999751376,False
4,baseline_rate_3_4_kappa_4,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_adjacent,-23.824251249200096,4.500483222254602e-11,3.1219284367906192e-12,6.487768584028429e-10,1.3613872281276926,225,2192.0,1.27,-1.2699999999549951,1.6128999998856877,False
4,baseline_rate_3_4_kappa_4,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_nonadjacent,-23.78133907598925,4.697812368955625e-11,3.6812870960567584e-12,5.995033931896355e-10,1.2991936706862277,225,2192.0,1.23,-1.2299999999530218,1.5128999998844337,False
4,baseline_rate_3_4_kappa_4,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,svi_quartile_Q2,0.3758603588512789,1.4562437680197187,0.34343484094323407,6.174812974921166,0.737050120276494,225,2192.0,1.1,0.3562437680197186,0.12690962225288707,True
4,baseline_rate_3_4_kappa_4,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,svi_quartile_Q3,0.7395050796554133,2.094898450020622,0.6478366411352875,6.77423788226627,0.5987866281023033,225,2192.0,1.25,0.8448984500206218,0.7138533908472492,True
