chain,block,accepted,proposed,acceptance_rate,type
1,transfer,2272597,49498789,0.04591217373014923,count_move
1,interval_transfer,3691633,18000308,0.20508721295213392,count_move
1,swap_2x2,1360099,22500903,0.06044641852818085,count_move
1,blocked_refresh,4422,96000,0.0460625,count_move
1,beta,24471,300000,0.08157,parameter
1,state,81474,300000,0.27158,parameter
1,year,107140,300000,0.35713333333333336,parameter
1,log_sigma_state,244742,300000,0.8158066666666667,parameter
1,log_sigma_year,282373,300000,0.9412433333333333,parameter
1,log_kappa,194897,300000,0.6496566666666667,parameter
