chain,block,accepted,proposed,acceptance_rate,type
6,transfer,254616,4498389,0.056601596704953704,count_move
6,interval_transfer,6704874,26990024,0.248420453423828,count_move
6,interval_path,4635726,22510302,0.20593797453272727,count_move
6,swap_2x2,1839609,26999281,0.06813548108929271,count_move
6,cycle_swap,175694,9002004,0.019517209723523783,count_move
6,blocked_refresh,5282,96000,0.05502083333333333,count_move
6,beta,109093,300000,0.3636433333333333,parameter
6,state,80765,300000,0.26921666666666666,parameter
6,year,87899,300000,0.2929966666666667,parameter
6,log_sigma_state,130188,300000,0.43396,parameter
6,log_sigma_year,158555,300000,0.5285166666666666,parameter
6,log_kappa,131598,300000,0.43866,parameter
