county_fips,year,complete_count,public_status,public_lower,public_upper,posterior_mean,posterior_median,posterior_lower_95,posterior_upper_95,absolute_error_posterior_mean,squared_error_posterior_mean,truth_covered_by_95_interval
29195,2024,1,suppressed_1_9,1,9,1.3270833333333334,1.0,1.0,3.0,0.3270833333333334,0.10698350694444449,True
29217,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
29217,2020,2,suppressed_1_9,1,9,1.1566666666666667,1.0,1.0,2.0,0.8433333333333333,0.711211111111111,True
29217,2021,2,suppressed_1_9,1,9,2.0345833333333334,2.0,1.0,4.0,0.03458333333333341,0.0011960069444444498,True
29217,2022,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
29217,2023,3,suppressed_1_9,1,9,1.9366666666666668,2.0,1.0,4.0,1.0633333333333332,1.1306777777777777,True
29217,2024,2,suppressed_1_9,1,9,1.7816666666666667,2.0,1.0,4.0,0.21833333333333327,0.04766944444444442,True
29223,2019,1,suppressed_1_9,1,9,1.6945833333333333,1.0,1.0,4.0,0.6945833333333333,0.48244600694444445,True
29223,2020,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
29223,2021,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
29223,2022,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
29223,2023,2,suppressed_1_9,1,9,1.425,1.0,1.0,3.0,0.575,0.33062499999999995,True
29223,2024,2,suppressed_1_9,1,9,1.32375,1.0,1.0,3.0,0.67625,0.4573140625,True
29225,2019,5,suppressed_1_9,1,9,3.6058333333333334,4.0,1.0,6.0,1.3941666666666666,1.9437006944444442,True
29225,2020,1,suppressed_1_9,1,9,1.2429166666666667,1.0,1.0,2.0,0.24291666666666667,0.05900850694444445,True
29225,2021,1,suppressed_1_9,1,9,3.1375,3.0,1.0,6.0,2.1375,4.56890625,True
29225,2022,2,suppressed_1_9,1,9,1.9445833333333333,2.0,1.0,4.0,0.05541666666666667,0.0030710069444444448,True
29225,2023,2,suppressed_1_9,1,9,2.7183333333333333,3.0,1.0,5.0,0.7183333333333333,0.5160027777777777,True
29225,2024,4,suppressed_1_9,1,9,2.3508333333333336,2.0,1.0,5.0,1.6491666666666664,2.7197506944444436,True
29227,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
29227,2020,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
29227,2021,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
29227,2022,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
29227,2023,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
29227,2024,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48047,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48047,2020,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48047,2021,1,suppressed_1_9,1,9,1.33625,1.0,1.0,3.0,0.33624999999999994,0.11306406249999996,True
48047,2022,1,suppressed_1_9,1,9,1.1095833333333334,1.0,1.0,2.0,0.10958333333333337,0.012008506944444452,True
48047,2023,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48047,2024,1,suppressed_1_9,1,9,1.2908333333333333,1.0,1.0,3.0,0.2908333333333333,0.08458402777777775,True
48069,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48069,2020,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48069,2021,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48069,2022,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48069,2023,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48069,2024,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48091,2019,2,suppressed_1_9,1,9,3.9679166666666665,4.0,1.0,7.0,1.9679166666666665,3.872696006944444,True
48091,2020,6,suppressed_1_9,1,9,5.306666666666667,5.0,2.0,8.0,0.6933333333333334,0.48071111111111114,True
48091,2021,10,exact,10,10,10.0,10.0,10.0,10.0,0.0,0.0,True
48091,2022,3,suppressed_1_9,1,9,2.4133333333333336,2.0,1.0,4.0,0.5866666666666664,0.3441777777777775,True
48091,2023,14,exact,14,14,14.0,14.0,14.0,14.0,0.0,0.0,True
48091,2024,7,suppressed_1_9,1,9,6.312083333333334,6.0,3.0,9.0,0.6879166666666663,0.47322934027777724,True
48093,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48093,2020,1,suppressed_1_9,1,9,1.4533333333333334,1.0,1.0,3.0,0.45333333333333337,0.20551111111111114,True
48093,2021,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48093,2022,1,suppressed_1_9,1,9,1.2008333333333334,1.0,1.0,2.0,0.20083333333333342,0.04033402777777781,True
48093,2023,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48093,2024,2,suppressed_1_9,1,9,1.5391666666666666,1.0,1.0,3.0,0.46083333333333343,0.2123673611111112,True
48201,2019,212,exact,212,212,212.0,212.0,212.0,212.0,0.0,0.0,True
48201,2020,198,exact,198,198,198.0,198.0,198.0,198.0,0.0,0.0,True
48201,2021,293,exact,293,293,293.0,293.0,293.0,293.0,0.0,0.0,True
48201,2022,220,exact,220,220,220.0,220.0,220.0,220.0,0.0,0.0,True
48201,2023,261,exact,261,261,261.0,261.0,261.0,261.0,0.0,0.0,True
48201,2024,268,exact,268,268,268.0,268.0,268.0,268.0,0.0,0.0,True
48203,2019,6,suppressed_1_9,1,9,3.3866666666666667,3.0,1.0,6.0,2.6133333333333333,6.829511111111111,True
48203,2020,2,suppressed_1_9,1,9,3.9341666666666666,4.0,1.0,7.0,1.9341666666666666,3.7410006944444443,True
48203,2021,3,suppressed_1_9,1,9,5.164583333333334,5.0,2.0,8.0,2.1645833333333337,4.685421006944447,True
48203,2022,2,suppressed_1_9,1,9,1.97875,2.0,1.0,4.0,0.02124999999999999,0.0004515624999999996,True
48203,2023,13,exact,13,13,13.0,13.0,13.0,13.0,0.0,0.0,True
48203,2024,6,suppressed_1_9,1,9,4.535833333333334,4.0,1.0,8.0,1.4641666666666664,2.143784027777777,True
48225,2019,1,suppressed_1_9,1,9,1.6095833333333334,1.0,1.0,4.0,0.6095833333333334,0.3715918402777778,True
48225,2020,4,suppressed_1_9,1,9,1.7683333333333333,2.0,1.0,4.0,2.2316666666666665,4.98033611111111,True
48225,2021,2,suppressed_1_9,1,9,1.9741666666666666,2.0,1.0,4.0,0.025833333333333375,0.0006673611111111133,True
48225,2022,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48225,2023,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48225,2024,1,suppressed_1_9,1,9,1.8475,2.0,1.0,4.0,0.8474999999999999,0.7182562499999998,True
48289,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48289,2020,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48289,2021,2,suppressed_1_9,1,9,1.9845833333333334,2.0,1.0,4.0,0.015416666666666634,0.0002376736111111101,True
48289,2022,1,suppressed_1_9,1,9,1.2975,1.0,1.0,3.0,0.2975000000000001,0.08850625000000006,True
48289,2023,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48289,2024,2,suppressed_1_9,1,9,1.8954166666666667,2.0,1.0,4.0,0.10458333333333325,0.010937673611111094,True
48301,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48301,2020,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48301,2021,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48301,2022,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48301,2023,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48301,2024,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48397,2019,3,suppressed_1_9,1,9,2.3866666666666667,2.0,1.0,5.0,0.6133333333333333,0.3761777777777777,True
48397,2020,2,suppressed_1_9,1,9,2.9079166666666665,3.0,1.0,6.0,0.9079166666666665,0.8243126736111108,True
48397,2021,5,suppressed_1_9,1,9,3.77,4.0,1.0,7.0,1.23,1.5129,True
48397,2022,12,exact,12,12,12.0,12.0,12.0,12.0,0.0,0.0,True
48397,2023,6,suppressed_1_9,1,9,5.035,5.0,3.0,6.0,0.9649999999999999,0.9312249999999997,True
48397,2024,2,suppressed_1_9,1,9,3.9004166666666666,4.0,1.0,7.0,1.9004166666666666,3.611583506944444,True
48461,2019,1,suppressed_1_9,1,9,1.1595833333333334,1.0,1.0,2.0,0.1595833333333334,0.025466840277777802,True
48461,2020,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48461,2021,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48461,2022,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48461,2023,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48461,2024,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48465,2019,1,suppressed_1_9,1,9,1.4895833333333333,1.0,1.0,3.0,0.48958333333333326,0.2396918402777777,True
48465,2020,2,suppressed_1_9,1,9,1.6295833333333334,1.0,1.0,4.0,0.3704166666666666,0.13720850694444442,True
48465,2021,3,suppressed_1_9,1,9,1.7704166666666667,2.0,1.0,4.0,1.2295833333333333,1.511875173611111,True
48465,2022,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
48465,2023,1,suppressed_1_9,1,9,1.965,2.0,1.0,4.0,0.9650000000000001,0.9312250000000002,True
48465,2024,2,suppressed_1_9,1,9,1.67875,1.0,1.0,3.0,0.32125000000000004,0.10320156250000002,True
51029,2019,1,suppressed_1_9,1,9,1.36375,1.0,1.0,3.0,0.36375,0.13231406250000002,True
51029,2020,2,suppressed_1_9,1,9,1.6429166666666666,1.0,1.0,4.0,0.3570833333333334,0.12750850694444452,True
51029,2021,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
51029,2022,1,suppressed_1_9,1,9,1.15375,1.0,1.0,2.0,0.15375000000000005,0.023639062500000016,True
51029,2023,1,suppressed_1_9,1,9,1.5079166666666666,1.0,1.0,3.0,0.5079166666666666,0.2579793402777777,True
51029,2024,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
51057,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
51057,2020,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
51057,2021,3,suppressed_1_9,1,9,2.0795833333333333,2.0,1.0,4.0,0.9204166666666667,0.8471668402777778,True
51057,2022,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
51057,2023,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
51057,2024,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
51059,2019,34,exact,34,34,34.0,34.0,34.0,34.0,0.0,0.0,True
51059,2020,34,exact,34,34,34.0,34.0,34.0,34.0,0.0,0.0,True
51059,2021,24,exact,24,24,24.0,24.0,24.0,24.0,0.0,0.0,True
51059,2022,32,exact,32,32,32.0,32.0,32.0,32.0,0.0,0.0,True
51059,2023,21,exact,21,21,21.0,21.0,21.0,21.0,0.0,0.0,True
51059,2024,41,exact,41,41,41.0,41.0,41.0,41.0,0.0,0.0,True
51077,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
51077,2020,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
51077,2021,1,suppressed_1_9,1,9,1.82875,2.0,1.0,4.0,0.8287500000000001,0.6868265625000002,True
51077,2022,1,suppressed_1_9,1,9,1.1458333333333333,1.0,1.0,2.0,0.14583333333333326,0.02126736111111109,True
51077,2023,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
51077,2024,1,suppressed_1_9,1,9,1.44625,1.0,1.0,3.0,0.44625000000000004,0.19913906250000002,True
51091,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
51091,2020,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
51091,2021,2,suppressed_1_9,1,9,1.1629166666666666,1.0,1.0,2.0,0.8370833333333334,0.7007085069444445,True
51091,2022,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
51091,2023,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
51091,2024,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
51117,2019,2,suppressed_1_9,1,9,2.82375,3.0,1.0,6.0,0.82375,0.6785640625,True
51117,2020,5,suppressed_1_9,1,9,4.791666666666667,5.0,2.0,8.0,0.20833333333333304,0.04340277777777765,True
51117,2021,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
51117,2022,1,suppressed_1_9,1,9,1.6570833333333332,2.0,1.0,3.0,0.6570833333333332,0.43175850694444434,True
51117,2023,7,suppressed_1_9,1,9,3.6529166666666666,4.0,1.0,7.0,3.3470833333333334,11.202966840277778,True
51117,2024,2,suppressed_1_9,1,9,4.074583333333333,4.0,1.0,8.0,2.074583333333333,4.303896006944443,True
51155,2019,2,suppressed_1_9,1,9,1.545,1.0,1.0,3.0,0.45500000000000007,0.20702500000000007,True
51155,2020,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
51155,2021,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
51155,2022,1,suppressed_1_9,1,9,1.2466666666666666,1.0,1.0,2.0,0.2466666666666666,0.06084444444444441,True
51155,2023,1,suppressed_1_9,1,9,1.7316666666666667,2.0,1.0,4.0,0.7316666666666667,0.5353361111111111,True
51155,2024,1,suppressed_1_9,1,9,1.805,2.0,1.0,4.0,0.8049999999999999,0.6480249999999999,True
51163,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
51163,2020,3,suppressed_1_9,1,9,1.89625,2.0,1.0,4.0,1.10375,1.2182640625,True
51163,2021,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
51163,2022,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
51163,2023,1,suppressed_1_9,1,9,1.6291666666666667,1.0,1.0,4.0,0.6291666666666667,0.39585069444444443,True
51163,2024,3,suppressed_1_9,1,9,1.7345833333333334,2.0,1.0,4.0,1.2654166666666666,1.6012793402777776,True
51187,2019,1,suppressed_1_9,1,9,1.4925,1.0,1.0,3.0,0.49249999999999994,0.24255624999999995,True
51187,2020,2,suppressed_1_9,1,9,1.7525,2.0,1.0,3.0,0.24750000000000005,0.061256250000000026,True
51187,2021,4,suppressed_1_9,1,9,2.299166666666667,2.0,1.0,4.0,1.7008333333333332,2.892834027777777,True
51187,2022,1,suppressed_1_9,1,9,1.2041666666666666,1.0,1.0,2.0,0.2041666666666666,0.04168402777777775,True
51187,2023,1,suppressed_1_9,1,9,1.60625,1.0,1.0,3.0,0.60625,0.36753906249999996,True
51187,2024,1,suppressed_1_9,1,9,1.6454166666666667,1.0,1.0,3.0,0.6454166666666667,0.4165626736111112,True
51540,2019,4,suppressed_1_9,1,9,2.756666666666667,3.0,1.0,5.0,1.2433333333333332,1.5458777777777775,True
51540,2020,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
51540,2021,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
51540,2022,3,suppressed_1_9,1,9,1.5925,1.0,1.0,3.0,1.4075,1.98105625,True
51540,2023,3,suppressed_1_9,1,9,3.9404166666666667,4.0,1.0,7.0,0.9404166666666667,0.8843835069444445,True
51540,2024,2,suppressed_1_9,1,9,3.7104166666666667,4.0,1.0,7.0,1.7104166666666667,2.925525173611111,True
51770,2019,4,suppressed_1_9,1,9,3.7441666666666666,4.0,1.0,7.0,0.25583333333333336,0.06545069444444446,True
51770,2020,5,suppressed_1_9,1,9,6.477916666666666,7.0,3.0,9.0,1.4779166666666663,2.18423767361111,True
51770,2021,5,suppressed_1_9,1,9,7.629583333333334,8.0,5.0,9.0,2.6295833333333336,6.914708506944446,True
51770,2022,12,exact,12,12,12.0,12.0,12.0,12.0,0.0,0.0,True
51770,2023,5,suppressed_1_9,1,9,4.931666666666667,5.0,2.0,8.0,0.06833333333333336,0.004669444444444447,True
51770,2024,9,suppressed_1_9,1,9,5.216666666666667,5.0,2.0,8.0,3.783333333333333,14.31361111111111,False
51830,2019,1,suppressed_1_9,1,9,1.2741666666666667,1.0,1.0,3.0,0.27416666666666667,0.07516736111111111,True
51830,2020,1,suppressed_1_9,1,9,1.43875,1.0,1.0,3.0,0.43875,0.19250156249999997,True
51830,2021,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
51830,2022,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
51830,2023,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
51830,2024,2,suppressed_1_9,1,9,1.3670833333333334,1.0,1.0,3.0,0.6329166666666666,0.40058350694444433,True
