cell_group,cells,mean_absolute_error,root_mean_squared_error,coverage_95,mean_interval_width
all_cells,432,0.4064621913580247,0.7605948474230155,0.9976851851851852,1.6459490740740745
suppressed_cells,227,0.7735315712187958,1.0492580837474395,0.9955947136563876,3.1323788546255513
exact_cells,41,0.0,0.0,1.0,0.0
zero_cells,164,0.0,0.0,1.0,0.0
