rurality,estimate_type,posterior_median_rate_per_100k,posterior_mean_rate_per_100k,credible_interval_lower_95,credible_interval_upper_95
metro_large,conditional_model_based,2.715937481215695,2.71721295557799,2.619966833149319,2.814160843353218
metro_large,standardized_national_covariate_distribution,2.808759122478033,2.8100753880985705,2.7077893295310815,2.906688572911726
metro_other,conditional_model_based,3.2838064239612796,3.2856450878318872,3.165424889585115,3.4040060013579603
metro_other,standardized_national_covariate_distribution,3.1964822118162473,3.19826975737182,3.0736246771848066,3.3220231111140226
nonmetro_adjacent,conditional_model_based,3.815034763020318,3.8133831423205335,3.6644834643748863,3.9895440657045014
nonmetro_adjacent,standardized_national_covariate_distribution,3.5734786674543626,3.574713116848841,3.393397124232339,3.772913995292502
nonmetro_nonadjacent,conditional_model_based,3.8391464419486603,3.8421095026090644,3.5920813943838885,4.109905644625728
nonmetro_nonadjacent,standardized_national_covariate_distribution,3.5228235117310303,3.522707646552644,3.185204439957625,3.8402047063242484
