parameter,scale,posterior_mean,posterior_median,credible_interval_lower_95,credible_interval_upper_95,posterior_probability_gt_1,r_hat,ess_bulk,ess_tail,mcse_mean,draws
state_effect[51],model_parameter,0.00569315487470264,0.005876275246876617,-0.056814069447174015,0.06852208287486573,,1.0001437508286535,15352.589326203726,24739.73491956862,0.0002582295987721145,36000
state_effect[53],model_parameter,0.035493570662371104,0.03580466176550188,-0.042703289883447126,0.11261121323921296,,1.0004221327361973,10199.763381596844,17585.98338543107,0.0003913511989601668,36000
state_effect[54],model_parameter,0.056256521210310606,0.056240993911955944,-0.04916434794745521,0.16065570936287865,,1.0008541211525892,6742.112445663553,13006.112283002542,0.0006536770471483954,36000
state_effect[55],model_parameter,0.032255607526859374,0.0319987962998701,-0.04349657655276199,0.10761206280378459,,1.0002469359950208,10112.403905574629,19270.296310428832,0.000383218530331089,36000
state_effect[56],model_parameter,0.07870107843083976,0.07872579273219169,-0.09255078211511457,0.2477463802109345,,1.002064961955475,2445.3440137423167,5020.8033034292885,0.00176065931596404,36000
svi_quartile_Q2,mortality_rate_ratio,1.1131057488717246,1.1128195273925932,1.069041268610539,1.1580482841931528,1.0,1.0005409596277282,4853.407054512628,10643.109426537738,0.0002939250144436522,36000
svi_quartile_Q3,mortality_rate_ratio,1.2515795374357868,1.2513128932779196,1.2009646025071505,1.3035598967006097,1.0,1.000611293592009,4249.012005919023,10178.860755190108,0.0003215840848583442,36000
svi_quartile_Q4_highest,mortality_rate_ratio,1.4333882642072693,1.4329866240234084,1.3698697815979426,1.499754788149133,1.0,1.0008029799405818,3728.4737133588433,8794.641775762038,0.0003809415763843182,36000
year_effect[2019],model_parameter,-0.23033305632621634,-0.23028785114511247,-0.258111619969303,-0.20285862373537464,,1.0001487480593148,30940.06579764536,34656.1386325511,8.04163020111958e-05,36000
year_effect[2020],model_parameter,-0.059695355693280744,-0.0597217354171623,-0.0860713520965133,-0.0336666901016452,,1.0002300095674277,32289.408879717197,33603.220846874254,7.430595045719319e-05,36000
year_effect[2021],model_parameter,0.006184927957579944,0.006220222793186292,-0.01939879680183576,0.03183728958433774,,1.0003748310010927,31738.221962079006,34665.99152153963,7.356256800012222e-05,36000
year_effect[2022],model_parameter,0.09235953071574839,0.09232894659302149,0.06707045487787751,0.11772441434615498,,1.0000768388838792,30826.358030630854,35359.379457581985,7.331322924031481e-05,36000
year_effect[2023],model_parameter,0.09089943973533653,0.0909951021589751,0.0654748811093857,0.11596640261725366,,1.0006315654937574,32831.639299931434,35036.77162266088,7.099829519436601e-05,36000
year_effect[2024],model_parameter,0.10058451361083225,0.10054589086889099,0.0755916145971184,0.1255282016383721,,1.0001062295925534,34836.66248407139,35454.1895090466,6.798747711567047e-05,36000
z_pct_age65,model_parameter,0.0959733547978038,0.0960090841375892,0.07896338395125718,0.11283374158253638,,1.0006745703157676,7791.6919732614215,17777.842639766317,9.748594560801169e-05,36000
z_pct_male,model_parameter,-0.061442866865411894,-0.06135169186768217,-0.08459345027880724,-0.03848261095171449,,1.0009106480329382,9004.045886249107,21077.74060641128,0.0001239260261942312,36000
