replicate,truth_scenario,scenario,model_type,term,coefficient,irr,ci_low,ci_high,standard_error,n_rows,events,truth_irr,bias_irr,squared_error_irr,truth_covered_by_95_interval
3,higher_rate_5_0_kappa_10,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,primary_rurality_metro_other,0.04071700543311818,1.0415573087750254,0.815135381268992,1.3308729474775178,0.1250602413178406,432,4193.0,1.12,-0.07844269122497471,0.006153255806616725,True
3,higher_rate_5_0_kappa_10,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_adjacent,0.03692617093411993,1.0376164117597815,0.7929713497883363,1.357738609649174,0.13719099889105166,432,4193.0,1.27,-0.23238358824021854,0.054002132083399434,True
3,higher_rate_5_0_kappa_10,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_nonadjacent,0.00879205585342735,1.0088308194972495,0.7515147590912548,1.354251011115419,0.1502329011867688,432,4193.0,1.23,-0.22116918050275047,0.04891580640425822,True
3,higher_rate_5_0_kappa_10,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,svi_quartile_Q2,-0.06696468206373271,0.9352282310845627,0.7398854559164857,1.1821449350347633,0.11953837347108966,432,4193.0,1.1,-0.16477176891543743,0.027149735831522314,True
3,higher_rate_5_0_kappa_10,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,svi_quartile_Q3,0.16837239476699478,1.1833772120850456,0.9543186332665413,1.4674151559723851,0.10976023516874109,432,4193.0,1.25,-0.06662278791495435,0.0044385958695609875,True
3,higher_rate_5_0_kappa_10,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,svi_quartile_Q4_highest,0.4429822443332927,1.5573446824031616,1.1938336239961373,2.0315414234113174,0.1356186645198437,432,4193.0,1.43,0.12734468240316166,0.01621666813636211,True
3,higher_rate_5_0_kappa_10,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,primary_rurality_metro_other,-1.6494645531886507,0.19215276866752953,0.08377978774736738,0.44071114882667317,0.42351986925004786,186,3515.0,1.12,-0.9278472313324706,0.8609004846913312,False
3,higher_rate_5_0_kappa_10,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_adjacent,-26.288957876440413,3.826931241079264e-12,1.0071494953235792e-12,1.4541438775425457e-11,0.681091418693656,186,3515.0,1.27,-1.269999999996173,1.6128999999902796,False
3,higher_rate_5_0_kappa_10,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_nonadjacent,-2.3682038676383073,0.0936487809147268,0.037160236508505785,0.23600749055531628,0.47158782286696893,186,3515.0,1.23,-1.1363512190852731,1.2912940931165864,False
3,higher_rate_5_0_kappa_10,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,svi_quartile_Q2,-0.2480891097797182,0.7802904086735405,0.367733260724977,1.6556922826822411,0.383830780020332,186,3515.0,1.1,-0.3197095913264596,0.1022142227861318,True
3,higher_rate_5_0_kappa_10,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,svi_quartile_Q3,-0.7073354712045046,0.49295594439989815,0.19510236454536675,1.2455285392642685,0.472905837022216,186,3515.0,1.25,-0.7570440556001019,0.5731157021194502,False
3,higher_rate_5_0_kappa_10,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,svi_quartile_Q4_highest,1.285299931539219,3.615752272743706,1.6436082581492555,7.9542460516550015,0.40224793321280206,186,3515.0,1.43,2.1857522727437058,4.777512997804275,False
3,higher_rate_5_0_kappa_10,suppressed_equals_1,NB2_GLM_known_dispersion_HC0,primary_rurality_metro_other,-0.7196126254853309,0.48694084790438635,0.3377348958645073,0.7020636370751787,0.18667418241055364,432,3761.0,1.12,-0.6330591520956137,0.40076389005201735,False
3,higher_rate_5_0_kappa_10,suppressed_equals_1,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_adjacent,-0.7032370788663682,0.49498041697318274,0.3664203737294105,0.6686462619239467,0.15343722638010973,432,3761.0,1.27,-0.7750195830268173,0.6006553540750618,False
3,higher_rate_5_0_kappa_10,suppressed_equals_1,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_nonadjacent,-0.7026415195739268,0.4952752949600343,0.3535320942317415,0.6938482299062658,0.17200994300347977,432,3761.0,1.23,-0.7347247050399657,0.5398203921960646,False
3,higher_rate_5_0_kappa_10,suppressed_equals_1,NB2_GLM_known_dispersion_HC0,svi_quartile_Q2,0.2469055835923895,1.2800582485712153,0.9182294416697497,1.7844658920493728,0.16949671771608532,432,3761.0,1.1,0.18005824857121522,0.03242097287853353,True
