chain,block,accepted,proposed,acceptance_rate,type
1,transfer,8650,234934,0.0368188512518409,count_move
1,interval_transfer,172823,587954,0.2939396619463427,count_move
1,interval_path,159969,589064,0.2715647196229951,count_move
1,swap_2x2,48728,705362,0.0690822584715366,count_move
1,cycle_swap,2944,234686,0.0125444210562198,count_move
1,blocked_refresh,281,7680,0.0365885416666666,count_move
1,beta,8039,24000,0.3349583333333333,parameter
1,state,15685,24000,0.6535416666666667,parameter
1,year,8978,24000,0.3740833333333333,parameter
1,log_sigma_state,10351,24000,0.4312916666666667,parameter
1,log_sigma_year,10685,24000,0.4452083333333333,parameter
1,log_kappa,8634,24000,0.35975,parameter
2,transfer,8717,235838,0.0369618127697826,count_move
2,interval_transfer,172737,586988,0.2942768847063313,count_move
2,interval_path,161103,588217,0.2738836177805129,count_move
2,swap_2x2,48474,705802,0.0686793179956985,count_move
2,cycle_swap,2914,235155,0.0123918266675171,count_move
2,blocked_refresh,269,7680,0.0350260416666666,count_move
2,beta,8072,24000,0.3363333333333333,parameter
2,state,15504,24000,0.646,parameter
2,year,8073,24000,0.336375,parameter
2,log_sigma_state,10210,24000,0.4254166666666666,parameter
2,log_sigma_year,10657,24000,0.4440416666666666,parameter
2,log_kappa,8605,24000,0.3585416666666666,parameter
3,transfer,8666,235308,0.0368283271286994,count_move
3,interval_transfer,172044,586749,0.2932156680284074,count_move
3,interval_path,159509,588853,0.2708808480214926,count_move
3,swap_2x2,48355,705756,0.0685151808840449,count_move
3,cycle_swap,2899,235334,0.0123186619867932,count_move
3,blocked_refresh,270,7680,0.03515625,count_move
3,beta,8178,24000,0.34075,parameter
3,state,15652,24000,0.6521666666666667,parameter
3,year,8022,24000,0.33425,parameter
3,log_sigma_state,10341,24000,0.430875,parameter
3,log_sigma_year,10480,24000,0.4366666666666666,parameter
3,log_kappa,8589,24000,0.357875,parameter
4,transfer,8752,235580,0.0371508617030308,count_move
4,interval_transfer,172834,587829,0.2940208802219693,count_move
4,interval_path,159538,587236,0.2716761233984292,count_move
4,swap_2x2,48357,706082,0.068486379768922,count_move
4,cycle_swap,2941,235273,0.0125003719083787,count_move
4,blocked_refresh,305,7680,0.0397135416666666,count_move
4,beta,8018,24000,0.3340833333333333,parameter
4,state,15549,24000,0.647875,parameter
4,year,7977,24000,0.332375,parameter
4,log_sigma_state,10320,24000,0.43,parameter
4,log_sigma_year,10700,24000,0.4458333333333333,parameter
4,log_kappa,8569,24000,0.3570416666666666,parameter
