county_fips,year,complete_count,public_status,public_lower,public_upper,posterior_mean,posterior_lower_95,posterior_upper_95,absolute_error,squared_error,covered_95
13005,2019,3,suppressed_1_9,1,9,2.270138888888889,1.0,5.0,0.7298611111111111,0.5326972415123457,True
13005,2020,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13005,2021,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13005,2022,2,suppressed_1_9,1,9,2.4444444444444446,1.0,5.0,0.44444444444444464,0.19753086419753105,True
13005,2023,1,suppressed_1_9,1,9,1.4741666666666666,1.0,3.0,0.4741666666666666,0.22483402777777775,True
13005,2024,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13015,2019,2,suppressed_1_9,1,9,4.60875,1.0,8.0,2.6087499999999997,6.805576562499998,True
13015,2020,10,exact,10,10,10.0,10.0,10.0,0.0,0.0,True
13015,2021,1,suppressed_1_9,1,9,2.735,1.0,6.0,1.7349999999999999,3.0102249999999997,True
13015,2022,7,suppressed_1_9,1,9,4.765833333333333,1.0,9.0,2.234166666666667,4.991500694444445,True
13015,2023,1,suppressed_1_9,1,9,1.9090277777777778,1.0,4.0,0.9090277777777778,0.8263315007716049,True
13015,2024,6,suppressed_1_9,1,9,2.981388888888889,1.0,7.0,3.018611111111111,9.112013040123456,True
13023,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13023,2020,1,suppressed_1_9,1,9,1.1259722222222222,1.0,2.0,0.12597222222222215,0.01586900077160492,True
13023,2021,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13023,2022,5,suppressed_1_9,1,9,2.0580555555555557,1.0,5.0,2.9419444444444443,8.65503711419753,True
13023,2023,1,suppressed_1_9,1,9,1.3643055555555557,1.0,3.0,0.36430555555555566,0.13271853780864204,True
13023,2024,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13121,2019,34,exact,34,34,34.0,34.0,34.0,0.0,0.0,True
13121,2020,53,exact,53,53,53.0,53.0,53.0,0.0,0.0,True
13121,2021,31,exact,31,31,31.0,31.0,31.0,0.0,0.0,True
13121,2022,44,exact,44,44,44.0,44.0,44.0,0.0,0.0,True
13121,2023,67,exact,67,67,67.0,67.0,67.0,0.0,0.0,True
13121,2024,31,exact,31,31,31.0,31.0,31.0,0.0,0.0,True
13141,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
