chain,block,accepted,proposed,acceptance_rate,type
1,transfer,13711,227946,0.0601502110148894,count_move
1,interval_transfer,126434,570918,0.2214573721620267,count_move
1,interval_path,97125,569844,0.1704413839577147,count_move
1,swap_2x2,33009,683511,0.0482932974012122,count_move
1,cycle_swap,1642,227781,0.0072086785113771,count_move
1,blocked_refresh,436,7680,0.0567708333333333,count_move
1,beta,8509,24000,0.3545416666666666,parameter
1,state,12290,24000,0.5120833333333333,parameter
1,year,7169,24000,0.2987083333333333,parameter
1,log_sigma_state,10511,24000,0.4379583333333333,parameter
1,log_sigma_year,10568,24000,0.4403333333333333,parameter
1,log_kappa,9533,24000,0.3972083333333333,parameter
2,transfer,13698,228071,0.0600602443975779,count_move
2,interval_transfer,126557,568945,0.2224415365281354,count_move
2,interval_path,97869,569727,0.1717822746683938,count_move
2,swap_2x2,33228,684755,0.0485253849917123,count_move
2,cycle_swap,1629,228502,0.0071290404460354,count_move
2,blocked_refresh,453,7680,0.058984375,count_move
2,beta,8641,24000,0.3600416666666666,parameter
2,state,13190,24000,0.5495833333333333,parameter
2,year,8129,24000,0.3387083333333333,parameter
2,log_sigma_state,10527,24000,0.438625,parameter
2,log_sigma_year,10710,24000,0.44625,parameter
2,log_kappa,9365,24000,0.3902083333333333,parameter
3,transfer,13683,228012,0.0600099994737119,count_move
3,interval_transfer,127145,571111,0.2226274752193531,count_move
3,interval_path,97240,569827,0.1706482844793244,count_move
3,swap_2x2,32961,683449,0.0482274463785886,count_move
3,cycle_swap,1565,227601,0.0068760682070816,count_move
3,blocked_refresh,440,7680,0.0572916666666666,count_move
3,beta,8740,24000,0.3641666666666667,parameter
3,state,12203,24000,0.5084583333333333,parameter
3,year,7854,24000,0.32725,parameter
3,log_sigma_state,10656,24000,0.444,parameter
3,log_sigma_year,10471,24000,0.4362916666666667,parameter
3,log_kappa,9502,24000,0.3959166666666666,parameter
4,transfer,13619,227415,0.0598861112943297,count_move
4,interval_transfer,126177,570504,0.2211675991754659,count_move
4,interval_path,96952,569556,0.1702238234695096,count_move
4,swap_2x2,33125,684499,0.0483930582805818,count_move
4,cycle_swap,1588,228026,0.0069641181268802,count_move
4,blocked_refresh,450,7680,0.05859375,count_move
4,beta,8582,24000,0.3575833333333333,parameter
4,state,12567,24000,0.523625,parameter
4,year,8316,24000,0.3465,parameter
4,log_sigma_state,10613,24000,0.4422083333333333,parameter
4,log_sigma_year,10632,24000,0.443,parameter
4,log_kappa,9702,24000,0.40425,parameter
