chain,block,accepted,proposed,acceptance_rate,type
3,transfer,794,14441,0.05498234194307874,count_move
3,interval_transfer,20437,86585,0.2360339550730496,count_move
3,interval_path,13370,72602,0.1841547064819151,count_move
3,swap_2x2,4650,87236,0.05330368196616076,count_move
3,cycle_swap,387,28636,0.01351445732644224,count_move
3,blocked_refresh,31,480,0.06458333333333334,count_move
3,beta,663,1500,0.442,parameter
3,state,515,1500,0.3433333333333333,parameter
3,year,603,1500,0.402,parameter
3,log_sigma_state,735,1500,0.49,parameter
3,log_sigma_year,1153,1500,0.7686666666666667,parameter
3,log_kappa,483,1500,0.322,parameter
