chain,block,accepted,proposed,acceptance_rate,type
1,transfer,16703,214028,0.0780411908722223,count_move
1,interval_transfer,149172,533404,0.2796604449910387,count_move
1,interval_path,109252,534103,0.2045523054541914,count_move
1,swap_2x2,22998,640930,0.0358822336292574,count_move
1,cycle_swap,1113,213535,0.0052122602851991,count_move
1,blocked_refresh,577,7680,0.0751302083333333,count_move
1,beta,8904,24000,0.371,parameter
1,state,15030,24000,0.62625,parameter
1,year,11035,24000,0.4597916666666666,parameter
1,log_sigma_state,10663,24000,0.4442916666666666,parameter
1,log_sigma_year,10445,24000,0.4352083333333333,parameter
1,log_kappa,9104,24000,0.3793333333333333,parameter
2,transfer,16378,213297,0.0767849524372119,count_move
2,interval_transfer,148893,534404,0.2786150552765323,count_move
2,interval_path,108882,533599,0.2040521065444275,count_move
2,swap_2x2,22880,641435,0.0356700211245098,count_move
2,cycle_swap,1128,213265,0.0052891941950155,count_move
2,blocked_refresh,590,7680,0.0768229166666666,count_move
2,beta,8910,24000,0.37125,parameter
2,state,15301,24000,0.6375416666666667,parameter
2,year,11090,24000,0.4620833333333333,parameter
2,log_sigma_state,10509,24000,0.437875,parameter
2,log_sigma_year,10534,24000,0.4389166666666667,parameter
2,log_kappa,9105,24000,0.379375,parameter
3,transfer,16311,213824,0.0762823630649506,count_move
3,interval_transfer,148919,533287,0.2792473846165386,count_move
3,interval_path,109186,533966,0.2044811841952483,count_move
3,swap_2x2,22824,641075,0.0356026985922084,count_move
3,cycle_swap,1107,213848,0.0051765740151883,count_move
3,blocked_refresh,561,7680,0.073046875,count_move
3,beta,9078,24000,0.37825,parameter
3,state,15046,24000,0.6269166666666667,parameter
3,year,10580,24000,0.4408333333333333,parameter
3,log_sigma_state,10462,24000,0.4359166666666667,parameter
3,log_sigma_year,10615,24000,0.4422916666666667,parameter
3,log_kappa,9181,24000,0.3825416666666666,parameter
4,transfer,16353,213328,0.0766566039150978,count_move
4,interval_transfer,149542,534616,0.2797185269427027,count_move
4,interval_path,109064,533969,0.2042515576746964,count_move
4,swap_2x2,22972,640958,0.0358401018475469,count_move
4,cycle_swap,1103,213129,0.0051752694377583,count_move
4,blocked_refresh,565,7680,0.0735677083333333,count_move
4,beta,9188,24000,0.3828333333333333,parameter
4,state,14087,24000,0.5869583333333334,parameter
4,year,11229,24000,0.467875,parameter
4,log_sigma_state,10526,24000,0.4385833333333333,parameter
4,log_sigma_year,10563,24000,0.440125,parameter
4,log_kappa,9175,24000,0.3822916666666666,parameter
