chain,chain_id,config_path,grand_total,iteration,mode,outputs,resume_source,saved_draws,seed,status,suppressed_cells_treated_as_zero,target_iteration,updated
1,1,/home/runner/work/epilepsy-status-mortality-suppression-atlas-2019-2024/epilepsy-status-mortality-suppression-atlas-2019-2024/outputs/scientific_reports_v2/calibration_study_batch2/replicate_05/configs/chain_01.yaml,2718,24000,production,"{'acceptance_rates': 'outputs/scientific_reports_v2/calibration_study_batch2/replicate_05/chains/chain_01/acceptance_rates.csv', 'draws_latent': 'outputs/scientific_reports_v2/calibration_study_batch2/replicate_05/chains/chain_01/draws_latent.npz', 'draws_params': 'outputs/scientific_reports_v2/calibration_study_batch2/replicate_05/chains/chain_01/draws_params.parquet', 'latent_validation': 'outputs/scientific_reports_v2/calibration_study_batch2/replicate_05/chains/chain_01/latent_validation.csv', 'runtime_log': 'outputs/scientific_reports_v2/calibration_study_batch2/replicate_05/chains/chain_01/runtime_log.csv'}",outputs/scientific_reports_v2/calibration_study_batch2/replicate_05/chains/chain_01/checkpoints/checkpoint_iter_000000000.npz,1800,620501,completed,False,24000,2026-08-12T21:56:53
2,2,/home/runner/work/epilepsy-status-mortality-suppression-atlas-2019-2024/epilepsy-status-mortality-suppression-atlas-2019-2024/outputs/scientific_reports_v2/calibration_study_batch2/replicate_05/configs/chain_02.yaml,2718,24000,production,"{'acceptance_rates': 'outputs/scientific_reports_v2/calibration_study_batch2/replicate_05/chains/chain_02/acceptance_rates.csv', 'draws_latent': 'outputs/scientific_reports_v2/calibration_study_batch2/replicate_05/chains/chain_02/draws_latent.npz', 'draws_params': 'outputs/scientific_reports_v2/calibration_study_batch2/replicate_05/chains/chain_02/draws_params.parquet', 'latent_validation': 'outputs/scientific_reports_v2/calibration_study_batch2/replicate_05/chains/chain_02/latent_validation.csv', 'runtime_log': 'outputs/scientific_reports_v2/calibration_study_batch2/replicate_05/chains/chain_02/runtime_log.csv'}",outputs/scientific_reports_v2/calibration_study_batch2/replicate_05/chains/chain_02/checkpoints/checkpoint_iter_000000000.npz,1800,620502,completed,False,24000,2026-08-12T21:58:04
3,3,/home/runner/work/epilepsy-status-mortality-suppression-atlas-2019-2024/epilepsy-status-mortality-suppression-atlas-2019-2024/outputs/scientific_reports_v2/calibration_study_batch2/replicate_05/configs/chain_03.yaml,2718,24000,production,"{'acceptance_rates': 'outputs/scientific_reports_v2/calibration_study_batch2/replicate_05/chains/chain_03/acceptance_rates.csv', 'draws_latent': 'outputs/scientific_reports_v2/calibration_study_batch2/replicate_05/chains/chain_03/draws_latent.npz', 'draws_params': 'outputs/scientific_reports_v2/calibration_study_batch2/replicate_05/chains/chain_03/draws_params.parquet', 'latent_validation': 'outputs/scientific_reports_v2/calibration_study_batch2/replicate_05/chains/chain_03/latent_validation.csv', 'runtime_log': 'outputs/scientific_reports_v2/calibration_study_batch2/replicate_05/chains/chain_03/runtime_log.csv'}",outputs/scientific_reports_v2/calibration_study_batch2/replicate_05/chains/chain_03/checkpoints/checkpoint_iter_000000000.npz,1800,620503,completed,False,24000,2026-08-12T21:55:37
4,4,/home/runner/work/epilepsy-status-mortality-suppression-atlas-2019-2024/epilepsy-status-mortality-suppression-atlas-2019-2024/outputs/scientific_reports_v2/calibration_study_batch2/replicate_05/configs/chain_04.yaml,2718,24000,production,"{'acceptance_rates': 'outputs/scientific_reports_v2/calibration_study_batch2/replicate_05/chains/chain_04/acceptance_rates.csv', 'draws_latent': 'outputs/scientific_reports_v2/calibration_study_batch2/replicate_05/chains/chain_04/draws_latent.npz', 'draws_params': 'outputs/scientific_reports_v2/calibration_study_batch2/replicate_05/chains/chain_04/draws_params.parquet', 'latent_validation': 'outputs/scientific_reports_v2/calibration_study_batch2/replicate_05/chains/chain_04/latent_validation.csv', 'runtime_log': 'outputs/scientific_reports_v2/calibration_study_batch2/replicate_05/chains/chain_04/runtime_log.csv'}",outputs/scientific_reports_v2/calibration_study_batch2/replicate_05/chains/chain_04/checkpoints/checkpoint_iter_000000000.npz,1800,620504,completed,False,24000,2026-08-12T21:57:53
