type,block,min,median,max
count_move,blocked_refresh,0.073046875,0.0743489583333333,0.0768229166666666
count_move,cycle_swap,0.0051752694377583,0.0051944171501937,0.0052891941950155
count_move,interval_path,0.2040521065444275,0.20436637093497234,0.2045523054541914
count_move,interval_transfer,0.2786150552765323,0.27945391480378867,0.2797185269427027
count_move,swap_2x2,0.0356026985922084,0.03575506148602835,0.0358822336292574
count_move,transfer,0.0762823630649506,0.07672077817615486,0.0780411908722223
parameter,beta,0.371,0.37475,0.3828333333333333
parameter,log_kappa,0.3793333333333333,0.3808333333333333,0.3825416666666666
parameter,log_sigma_state,0.4359166666666667,0.43822916666666667,0.4442916666666666
parameter,log_sigma_year,0.4352083333333333,0.43952083333333336,0.4422916666666667
parameter,state,0.5869583333333334,0.6265833333333333,0.6375416666666667
parameter,year,0.4408333333333333,0.46093749999999994,0.467875
