chain,block,accepted,proposed,acceptance_rate,type
1,transfer,15926,201598,0.0789987995912657,count_move
1,interval_transfer,140820,502997,0.2799619083215208,count_move
1,interval_path,99464,504451,0.197172768019094,count_move
1,swap_2x2,19102,605378,0.0315538390889659,count_move
1,cycle_swap,899,201576,0.004459856332103,count_move
1,blocked_refresh,618,7680,0.08046875,count_move
1,beta,11471,24000,0.4779583333333333,parameter
1,state,15119,24000,0.6299583333333333,parameter
1,year,10037,24000,0.4182083333333333,parameter
1,log_sigma_state,10595,24000,0.4414583333333333,parameter
1,log_sigma_year,10549,24000,0.4395416666666666,parameter
1,log_kappa,7119,24000,0.296625,parameter
2,transfer,16303,201556,0.0808857091825596,count_move
2,interval_transfer,141959,504400,0.2814413164155432,count_move
2,interval_path,100459,503878,0.1993716733018707,count_move
2,swap_2x2,18839,604323,0.0311737266329429,count_move
2,cycle_swap,937,201843,0.0046422219249614,count_move
2,blocked_refresh,620,7680,0.0807291666666666,count_move
2,beta,11294,24000,0.4705833333333333,parameter
2,state,15121,24000,0.6300416666666667,parameter
2,year,8181,24000,0.340875,parameter
2,log_sigma_state,10606,24000,0.4419166666666667,parameter
2,log_sigma_year,10482,24000,0.43675,parameter
2,log_kappa,7247,24000,0.3019583333333333,parameter
3,transfer,16036,201382,0.0796297583696656,count_move
3,interval_transfer,141756,505372,0.2804983259856106,count_move
3,interval_path,99895,503601,0.1983614011886394,count_move
3,swap_2x2,19079,604048,0.0315852382592111,count_move
3,cycle_swap,914,201597,0.0045337976259567,count_move
3,blocked_refresh,623,7680,0.0811197916666666,count_move
3,beta,11467,24000,0.4777916666666666,parameter
3,state,14659,24000,0.6107916666666666,parameter
3,year,0,24000,0.0,parameter
3,log_sigma_state,10483,24000,0.4367916666666667,parameter
3,log_sigma_year,9498,24000,0.39575,parameter
3,log_kappa,7177,24000,0.2990416666666666,parameter
4,transfer,16122,201646,0.0799519950804875,count_move
4,interval_transfer,141536,504185,0.2807223538978748,count_move
4,interval_path,100616,503923,0.1996654250748626,count_move
4,swap_2x2,18901,604005,0.0312927873113633,count_move
4,cycle_swap,928,202241,0.0045885849061268,count_move
4,blocked_refresh,613,7680,0.0798177083333333,count_move
4,beta,11479,24000,0.4782916666666666,parameter
4,state,14814,24000,0.61725,parameter
4,year,10004,24000,0.4168333333333333,parameter
4,log_sigma_state,10425,24000,0.434375,parameter
4,log_sigma_year,10641,24000,0.443375,parameter
4,log_kappa,7300,24000,0.3041666666666666,parameter
