replicates,suppressed_cells_total,weighted_coverage_95,pooled_root_mean_squared_error,median_replicate_coverage_95,minimum_replicate_coverage_95,maximum_replicate_coverage_95,median_replicate_interval_width
4,857,0.9918319719953326,1.050911010442263,0.9908844542990884,0.9897959183673468,0.9953917050691244,3.0545095457537847
