county_fips,year,complete_count,public_status,public_lower,public_upper,posterior_mean,posterior_lower_95,posterior_upper_95,absolute_error,squared_error,covered_95
13005,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13005,2020,2,suppressed_1_9,1,9,1.6945833333333333,1.0,4.0,0.30541666666666667,0.09327934027777778,True
13005,2021,1,suppressed_1_9,1,9,1.3993055555555556,1.0,3.0,0.3993055555555556,0.15944492669753088,True
13005,2022,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13005,2023,1,suppressed_1_9,1,9,1.5175,1.0,4.0,0.5175000000000001,0.2678062500000001,True
13005,2024,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13015,2019,3,suppressed_1_9,1,9,3.9105555555555553,1.0,8.0,0.9105555555555553,0.829111419753086,True
13015,2020,6,suppressed_1_9,1,9,5.143888888888889,2.0,9.0,0.8561111111111108,0.7329262345679007,True
13015,2021,4,suppressed_1_9,1,9,2.66625,1.0,5.0,1.3337500000000002,1.7788890625000007,True
13015,2022,17,exact,17,17,17.0,17.0,17.0,0.0,0.0,True
13015,2023,16,exact,16,16,16.0,16.0,16.0,0.0,0.0,True
13015,2024,3,suppressed_1_9,1,9,4.279305555555555,1.0,8.0,1.2793055555555553,1.6366227044753079,True
13023,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13023,2020,1,suppressed_1_9,1,9,1.6243055555555554,1.0,4.0,0.6243055555555554,0.3897574266975307,True
13023,2021,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13023,2022,1,suppressed_1_9,1,9,1.8968055555555556,1.0,4.0,0.8968055555555556,0.8042602044753088,True
13023,2023,2,suppressed_1_9,1,9,1.4461111111111111,1.0,3.0,0.5538888888888889,0.30679290123456787,True
13023,2024,2,suppressed_1_9,1,9,1.5366666666666666,1.0,3.0,0.4633333333333334,0.21467777777777783,True
13121,2019,26,exact,26,26,26.0,26.0,26.0,0.0,0.0,True
13121,2020,60,exact,60,60,60.0,60.0,60.0,0.0,0.0,True
13121,2021,51,exact,51,51,51.0,51.0,51.0,0.0,0.0,True
13121,2022,51,exact,51,51,51.0,51.0,51.0,0.0,0.0,True
13121,2023,43,exact,43,43,43.0,43.0,43.0,0.0,0.0,True
13121,2024,42,exact,42,42,42.0,42.0,42.0,0.0,0.0,True
13141,2019,1,suppressed_1_9,1,9,1.3994444444444445,1.0,3.0,0.3994444444444445,0.1595558641975309,True
13141,2020,1,suppressed_1_9,1,9,1.4968055555555555,1.0,3.0,0.4968055555555555,0.24681576003086414,True
13141,2021,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13141,2022,1,suppressed_1_9,1,9,1.7238888888888888,1.0,4.0,0.7238888888888888,0.52401512345679,True
13141,2023,1,suppressed_1_9,1,9,1.3672222222222221,1.0,3.0,0.3672222222222221,0.1348521604938271,True
13141,2024,2,suppressed_1_9,1,9,1.4081944444444445,1.0,3.0,0.5918055555555555,0.35023381558641964,True
13195,2019,2,suppressed_1_9,1,9,2.2694444444444444,1.0,5.0,0.2694444444444444,0.07260030864197527,True
