replicate,truth_scenario,scenario,model_type,term,coefficient,irr,ci_low,ci_high,standard_error,n_rows,events,truth_irr,bias_irr,squared_error_irr,truth_covered_by_95_interval
8,baseline_rate_3_4_kappa_4,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,primary_rurality_metro_other,0.07687880043972042,1.0799111837000868,0.7843147314276605,1.4869135028966174,0.16317535534727817,432,2681.0,1.12,-0.040088816299913343,0.0016071131923281977,True
8,baseline_rate_3_4_kappa_4,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_adjacent,0.13399388213189722,1.1433858245395843,0.78354338043495,1.6684859784436656,0.19281772109813333,432,2681.0,1.27,-0.12661417546041576,0.016031149427520947,True
8,baseline_rate_3_4_kappa_4,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_nonadjacent,0.14490725859763465,1.155932362508461,0.7597075189512805,1.7588079535383407,0.21414746013051567,432,2681.0,1.23,-0.074067637491539,0.005486014923578033,True
8,baseline_rate_3_4_kappa_4,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,svi_quartile_Q2,0.13622467665778565,1.1459393304925483,0.8623913836235816,1.5227157577247872,0.14503609525262343,432,2681.0,1.1,0.04593933049254817,0.002110422086103566,True
8,baseline_rate_3_4_kappa_4,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,svi_quartile_Q3,0.11388279040775301,1.1206207696827806,0.8480328859274744,1.480828079056153,0.14220339478320518,432,2681.0,1.25,-0.12937923031721943,0.01673898523747611,True
8,baseline_rate_3_4_kappa_4,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,svi_quartile_Q4_highest,0.3202232237711383,1.3774352063017523,0.9753790940639171,1.9452208470599208,0.17609810862226463,432,2681.0,1.43,-0.052564793698247625,0.002763057536539333,True
8,baseline_rate_3_4_kappa_4,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,primary_rurality_metro_other,-1.60130779123598,0.20163265207622277,0.05901317477516489,0.6889262700775873,0.6268810038237118,227,2222.0,1.12,-0.9183673479237773,0.8433985857325522,False
8,baseline_rate_3_4_kappa_4,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_adjacent,-2.996397814188072,0.0499667340394481,0.01174543980074307,0.2125654341535163,0.7387206130609255,227,2222.0,1.27,-1.220033265960552,1.4884811700503708,False
8,baseline_rate_3_4_kappa_4,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_nonadjacent,-25.751635990956395,6.549476514298696e-12,1.3306400351760945e-12,3.223684954411691e-11,0.8131250352227247,227,2222.0,1.23,-1.2299999999934506,1.5128999999838884,False
8,baseline_rate_3_4_kappa_4,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,svi_quartile_Q2,0.07383672675761765,1.0766310061097255,0.46781272645478733,2.477774241203476,0.42526731992562994,227,2222.0,1.1,-0.02336899389027458,0.0005461098754436907,True
8,baseline_rate_3_4_kappa_4,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,svi_quartile_Q3,-0.5087081981904025,0.601271801342522,0.18958872045623446,1.9069055280276446,0.5888724408189158,227,2222.0,1.25,-0.648728198657478,0.42084827573337624,True
8,baseline_rate_3_4_kappa_4,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,svi_quartile_Q4_highest,2.0179242823063817,7.52269372781454,1.5567338216294102,36.35234240832986,0.8037420204036595,227,2222.0,1.43,6.09269372781454,37.120916860950636,False
8,baseline_rate_3_4_kappa_4,suppressed_equals_1,NB2_GLM_known_dispersion_HC0,primary_rurality_metro_other,-0.6768447680173797,0.5082180109671453,0.33442558607104245,0.7723259147299019,0.2135184282198302,432,2427.0,1.12,-0.6117819890328549,0.37427720210499615,False
8,baseline_rate_3_4_kappa_4,suppressed_equals_1,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_adjacent,-0.45573438025363816,0.6339822129301826,0.43807044391729244,0.917508706402791,0.18859243388905655,432,2427.0,1.27,-0.6360177870698174,0.40451862546918754,False
8,baseline_rate_3_4_kappa_4,suppressed_equals_1,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_nonadjacent,-0.5088390196108116,0.6011931472563502,0.3999635406149777,0.9036653684789907,0.20793003310212893,432,2427.0,1.23,-0.6288068527436498,0.39539805805737405,False
8,baseline_rate_3_4_kappa_4,suppressed_equals_1,NB2_GLM_known_dispersion_HC0,svi_quartile_Q2,0.08833176087082781,1.0923504610601282,0.7667916503057347,1.5561326591160853,0.18054689681254255,432,2427.0,1.1,-0.007649538939871858,5.8515445992615876e-05,True
8,baseline_rate_3_4_kappa_4,suppressed_equals_1,NB2_GLM_known_dispersion_HC0,svi_quartile_Q3,0.25281596009456886,1.287646276727563,0.9420703236901248,1.7599884979666682,0.15943434371832935,432,2427.0,1.25,0.03764627672756293,0.0014172421514482465,True
8,baseline_rate_3_4_kappa_4,suppressed_equals_1,NB2_GLM_known_dispersion_HC0,svi_quartile_Q4_highest,0.6035751335978242,1.8286447772014667,1.2271001758426248,2.725076393123312,0.20353128994802328,432,2427.0,1.43,0.39864477720146674,0.15891765839000704,True
8,baseline_rate_3_4_kappa_4,suppressed_equals_5,NB2_GLM_known_dispersion_HC0,primary_rurality_metro_other,0.5868874596398084,1.798382158022862,1.3698244110663917,2.36101675526223,0.13888004852995084,432,3247.0,1.12,0.678382158022862,0.4602023523237552,False
8,baseline_rate_3_4_kappa_4,suppressed_equals_5,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_adjacent,0.8953568442271287,2.448209262948343,1.7743546899448457,3.3779765844744256,0.16424491957271747,432,3247.0,1.27,1.178209262948343,1.3881770672972775,False
8,baseline_rate_3_4_kappa_4,suppressed_equals_5,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_nonadjacent,0.9250102332529934,2.5218940674061168,1.7799844451180844,3.5730366659447124,0.17775796310453448,432,3247.0,1.23,1.2918940674061168,1.6689902813991202,False
8,baseline_rate_3_4_kappa_4,suppressed_equals_5,NB2_GLM_known_dispersion_HC0,svi_quartile_Q2,-0.29089477552603205,0.7475943391005562,0.5551565286144412,1.0067382207502675,0.15184203874189758,432,3247.0,1.1,-0.3524056608994439,0.12418974983397385,False
8,baseline_rate_3_4_kappa_4,suppressed_equals_5,NB2_GLM_known_dispersion_HC0,svi_quartile_Q3,-0.24295899181078548,0.7843036759856413,0.5963704223484907,1.0314600340879005,0.1397623975297495,432,3247.0,1.25,-0.4656963240143587,0.21687306620048655,False
8,baseline_rate_3_4_kappa_4,suppressed_equals_5,NB2_GLM_known_dispersion_HC0,svi_quartile_Q4_highest,-0.2506732934732766,0.7782765980721518,0.5627292568017574,1.0763870116675796,0.16545069735502543,432,3247.0,1.43,-0.6517234019278482,0.4247433926204075,False
