type,block,min,median,max
count_move,blocked_refresh,0.1217447916666666,0.1296223958333333,0.1319010416666666
count_move,cycle_swap,0.0024571149502472,0.00256854106495795,0.0027068143542568
count_move,interval_path,0.3210799466371652,0.321982298287967,0.3220575378672359
count_move,interval_transfer,0.3323498855575215,0.3329732692134574,0.3330562555889765
count_move,swap_2x2,0.0244947233147708,0.02463784982886535,0.0247837015657499
count_move,transfer,0.1260781766890589,0.12660347326488075,0.1280922239549888
parameter,beta,0.448,0.4542291666666667,0.4605
parameter,log_kappa,0.322625,0.3255625,0.328
parameter,log_sigma_state,0.4344166666666667,0.4348958333333333,0.441
parameter,log_sigma_year,0.4362083333333333,0.4391875,0.443875
parameter,state,0.6806666666666666,0.6887291666666666,0.699875
parameter,year,0.3314166666666667,0.3357708333333333,0.3502916666666666
