county_fips,year,complete_count,public_status,public_lower,public_upper,posterior_mean,posterior_lower_95,posterior_upper_95,absolute_error,squared_error,covered_95
13005,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13005,2020,2,suppressed_1_9,1,9,1.2019444444444445,1.0,2.0,0.7980555555555555,0.6368926697530863,True
13005,2021,2,suppressed_1_9,1,9,1.2758333333333334,1.0,3.0,0.7241666666666666,0.524417361111111,True
13005,2022,1,suppressed_1_9,1,9,1.112638888888889,1.0,2.0,0.11263888888888896,0.012687519290123472,True
13005,2023,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13005,2024,1,suppressed_1_9,1,9,1.2180555555555554,1.0,2.0,0.21805555555555545,0.04754822530864193,True
13015,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13015,2020,1,suppressed_1_9,1,9,1.8990277777777778,1.0,4.0,0.8990277777777778,0.8082509452160493,True
13015,2021,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13015,2022,1,suppressed_1_9,1,9,1.4458333333333333,1.0,3.0,0.4458333333333333,0.1987673611111111,True
13015,2023,2,suppressed_1_9,1,9,2.57875,1.0,5.0,0.5787499999999999,0.33495156249999986,True
13015,2024,2,suppressed_1_9,1,9,2.0345833333333334,1.0,4.0,0.03458333333333341,0.0011960069444444498,True
13023,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13023,2020,1,suppressed_1_9,1,9,1.2261111111111112,1.0,2.0,0.22611111111111115,0.05112623456790125,True
13023,2021,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13023,2022,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13023,2023,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13023,2024,1,suppressed_1_9,1,9,1.2308333333333332,1.0,2.0,0.23083333333333322,0.05328402777777773,True
13121,2019,19,exact,19,19,19.0,19.0,19.0,0.0,0.0,True
13121,2020,18,exact,18,18,18.0,18.0,18.0,0.0,0.0,True
13121,2021,15,exact,15,15,15.0,15.0,15.0,0.0,0.0,True
13121,2022,44,exact,44,44,44.0,44.0,44.0,0.0,0.0,True
13121,2023,20,exact,20,20,20.0,20.0,20.0,0.0,0.0,True
13121,2024,31,exact,31,31,31.0,31.0,31.0,0.0,0.0,True
13141,2019,1,suppressed_1_9,1,9,1.1726388888888888,1.0,2.0,0.1726388888888888,0.02980418595679009,True
13141,2020,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13141,2021,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13141,2022,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13141,2023,1,suppressed_1_9,1,9,1.3311111111111111,1.0,3.0,0.33111111111111113,0.10963456790123459,True
13141,2024,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13195,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13195,2020,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13195,2021,1,suppressed_1_9,1,9,1.8616666666666666,1.0,4.0,0.8616666666666666,0.7424694444444443,True
13195,2022,1,suppressed_1_9,1,9,1.3263888888888888,1.0,3.0,0.32638888888888884,0.10652970679012343,True
13195,2023,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13195,2024,3,suppressed_1_9,1,9,1.697361111111111,1.0,4.0,1.302638888888889,1.696868074845679,True
13217,2019,3,suppressed_1_9,1,9,2.5181944444444446,1.0,4.0,0.4818055555555554,0.23213659336419737,True
13217,2020,5,suppressed_1_9,1,9,2.7408333333333332,1.0,5.0,2.2591666666666668,5.103834027777778,True
13217,2021,2,suppressed_1_9,1,9,3.725,1.0,6.0,1.725,2.9756250000000004,True
13217,2022,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13217,2023,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13217,2024,2,suppressed_1_9,1,9,3.015972222222222,1.0,5.0,1.015972222222222,1.0321995563271602,True
13229,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13229,2020,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13229,2021,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13229,2022,1,suppressed_1_9,1,9,1.159861111111111,1.0,2.0,0.159861111111111,0.02555557484567898,True
13229,2023,2,suppressed_1_9,1,9,1.4794444444444443,1.0,3.0,0.5205555555555557,0.2709780864197532,True
13229,2024,1,suppressed_1_9,1,9,1.334861111111111,1.0,3.0,0.33486111111111105,0.11213196373456787,True
13231,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13231,2020,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
