parameter,label,r_hat,ess_bulk,ess_tail,mcse_mean,mcse_sd,mean,sd,chains,draws_per_chain,draws,ess
Intercept,Intercept,1.0142616702010008,206.81956925013455,511.65657286425676,0.008921825654420314,0.006483763251702659,-10.447063469121966,0.12813202423939696,4,1800,7200,206.81956925013455
kappa,kappa,1.0007807922337504,3107.8550686674225,6031.04344171403,0.08908901673560277,0.11880272286048829,14.48641440157085,5.07764935132467,4,1800,7200,3107.8550686674225
primary_rurality_metro_other,metro_other vs metro_large,1.015179123407763,245.4953734853363,552.3649173751487,0.010171898586239687,0.007058090161926967,0.1899945091673051,0.15945001986744808,4,1800,7200,245.4953734853363
primary_rurality_nonmetro_adjacent,nonmetro_adjacent vs metro_large,1.027378897538353,164.49442454297176,460.17373253127903,0.01543900330482268,0.011004611740731673,0.13621293871491852,0.19751630862615385,4,1800,7200,164.49442454297176
primary_rurality_nonmetro_nonadjacent,nonmetro_nonadjacent vs metro_large,1.011966303907031,155.4178612850422,363.1086117178722,0.015941042702642193,0.011186436621520145,0.05173793113249744,0.19776477782544946,4,1800,7200,155.4178612850422
sigma_state,sigma_state,1.0114968285617394,254.45147573773937,47.83515589843967,0.004789637604477257,0.0075150572356683125,0.16235017867318807,0.11397886521214728,4,1800,7200,254.45147573773937
sigma_year,sigma_year,1.0112829618105716,311.77980390972067,167.99604163443522,0.0027403715671573516,0.006939471421009611,0.08592511848393487,0.07721989943772944,4,1800,7200,311.77980390972067
state_effect[13],state_effect[13],1.008777890266203,661.4406079971615,1410.5998029845512,0.003225370814601563,0.0027768318327273936,-0.03315563912027514,0.08209568194077892,4,1800,7200,661.4406079971615
state_effect[20],state_effect[20],1.0096207169499054,483.9578046580146,1093.7985044139484,0.004810380072866826,0.0037784594155122865,-0.11487905449850769,0.10522349943745099,4,1800,7200,483.9578046580146
state_effect[21],state_effect[21],1.0070533790192189,1029.727026746049,1831.2886996088898,0.0025494888074380144,0.0020818727505856967,-0.010733873837488793,0.08159379801469079,4,1800,7200,1029.727026746049
state_effect[29],state_effect[29],1.003893145561425,1118.9118382675742,1782.5532370287494,0.0024457975150005786,0.002041839771311448,-0.045212832012825464,0.08010480273186397,4,1800,7200,1118.9118382675742
state_effect[48],state_effect[48],1.0020766267366255,402.3817697452347,871.5584464805668,0.0046529987214314885,0.0037092559834796365,0.07419010986247908,0.08988105875235688,4,1800,7200,402.3817697452347
state_effect[51],state_effect[51],1.0083126039760735,479.67157402556757,1322.225874667011,0.004176907108025764,0.0027176283443915237,0.129791289606618,0.09205368776072967,4,1800,7200,479.67157402556757
svi_quartile_Q2,SVI Q2 vs Q1,1.012067583265636,336.3927263600629,758.750273948746,0.007951450161542903,0.005657631199368298,-0.06715463649980771,0.14607105214511618,4,1800,7200,336.3927263600629
svi_quartile_Q3,SVI Q3 vs Q1,1.006846967164186,401.2760183562993,830.9704702628474,0.006194585961717257,0.004446817665893648,0.023680247720261886,0.12373032154270078,4,1800,7200,401.2760183562993
svi_quartile_Q4_highest,SVI Q4 vs Q1,1.0060845766549054,207.95517156335504,485.1291942168414,0.011147105886535027,0.007710656512111923,0.2258228601599588,0.1602811678492545,4,1800,7200,207.95517156335504
year_effect[2019],year_effect[2019],1.0031621512793545,2599.422275696569,3318.4310238299036,0.0011103762308259286,0.0010613670426343187,-0.019767443080422338,0.05527285000624906,4,1800,7200,2599.422275696569
year_effect[2020],year_effect[2020],1.0022316528669282,1434.7483529445165,2544.6645209749795,0.0017153055908382196,0.001530133920995051,-0.03948866069578405,0.06095764562436409,4,1800,7200,1434.7483529445165
year_effect[2021],year_effect[2021],1.0050628235493972,1121.5577672231866,2452.9863246491495,0.001866474634351657,0.0018359544561926525,-0.03527612662800539,0.06081396725458737,4,1800,7200,1121.5577672231866
year_effect[2022],year_effect[2022],1.0063562244474438,2290.4722335869847,2927.2426839518134,0.0011287630727225735,0.0010832353870542661,0.01480999579423539,0.05337022733789447,4,1800,7200,2290.4722335869847
year_effect[2023],year_effect[2023],1.0070127949737917,1062.0169674135573,1925.6630630481045,0.0018898547761250625,0.001773828883114811,0.040907301797553766,0.06052772318440399,4,1800,7200,1062.0169674135573
year_effect[2024],year_effect[2024],1.001691192649709,1363.6540932599685,3038.3151690924315,0.0016645151752446652,0.001435425315987337,0.03881493281242262,0.0598168919313424,4,1800,7200,1363.6540932599685
z_pct_age65,pct_age65 coefficient,1.0158563840494872,186.2309886487113,457.74597198267514,0.006651322638114046,0.0048826331651853705,0.21696538338242813,0.09046417564773057,4,1800,7200,186.2309886487113
z_pct_male,pct_male coefficient,1.0062480349687555,516.4133314476237,919.0894362515947,0.004028943129813537,0.002956632246188841,-0.048412435469230373,0.09065322104295617,4,1800,7200,516.4133314476237
