chain,block,accepted,proposed,acceptance_rate,type
1,transfer,18949,182332,0.1039258056731676,count_move
1,interval_transfer,109832,455581,0.2410811688810551,count_move
1,interval_path,86118,456546,0.1886294042659447,count_move
1,swap_2x2,9354,547141,0.0170961415795928,count_move
1,cycle_swap,381,182400,0.0020888157894736,count_move
1,blocked_refresh,828,7680,0.1078125,count_move
1,beta,9381,24000,0.390875,parameter
1,state,14303,24000,0.5959583333333334,parameter
1,year,8934,24000,0.37225,parameter
1,log_sigma_state,10505,24000,0.4377083333333333,parameter
1,log_sigma_year,10632,24000,0.443,parameter
1,log_kappa,10695,24000,0.445625,parameter
2,transfer,18898,182240,0.103698419666374,count_move
2,interval_transfer,109463,456371,0.2398552931715643,count_move
2,interval_path,85635,456698,0.1875090322269859,count_move
2,swap_2x2,9298,546561,0.0170118248466319,count_move
2,cycle_swap,397,182130,0.0021797617086696,count_move
2,blocked_refresh,794,7680,0.1033854166666666,count_move
2,beta,9412,24000,0.3921666666666666,parameter
2,state,14484,24000,0.6035,parameter
2,year,8696,24000,0.3623333333333333,parameter
2,log_sigma_state,10514,24000,0.4380833333333333,parameter
2,log_sigma_year,10638,24000,0.44325,parameter
2,log_kappa,10706,24000,0.4460833333333333,parameter
3,transfer,19000,182471,0.1041261351118807,count_move
3,interval_transfer,109645,455670,0.2406236969736871,count_move
3,interval_path,86173,456766,0.188658963232815,count_move
3,swap_2x2,9451,546975,0.0172786690433749,count_move
3,cycle_swap,346,182118,0.0018998671191205,count_move
3,blocked_refresh,777,7680,0.101171875,count_move
3,beta,9400,24000,0.3916666666666666,parameter
3,state,12976,24000,0.5406666666666666,parameter
3,year,8419,24000,0.3507916666666666,parameter
3,log_sigma_state,10556,24000,0.4398333333333333,parameter
3,log_sigma_year,10507,24000,0.4377916666666667,parameter
3,log_kappa,10841,24000,0.4517083333333333,parameter
4,transfer,19080,181841,0.1049268316826238,count_move
4,interval_transfer,109640,455723,0.2405847411695262,count_move
4,interval_path,85616,456336,0.1876161424914975,count_move
4,swap_2x2,9299,547191,0.016994066057373,count_move
4,cycle_swap,355,182909,0.0019408558354154,count_move
4,blocked_refresh,783,7680,0.101953125,count_move
4,beta,9405,24000,0.391875,parameter
4,state,14337,24000,0.597375,parameter
4,year,8120,24000,0.3383333333333333,parameter
4,log_sigma_state,10581,24000,0.440875,parameter
4,log_sigma_year,10488,24000,0.437,parameter
4,log_kappa,10799,24000,0.4499583333333333,parameter
