chain,block,accepted,proposed,acceptance_rate,type
3,transfer,2273621,49493733,0.04593755334640044,count_move
3,interval_transfer,3692756,17999489,0.2051589353453312,count_move
3,swap_2x2,1359092,22506778,0.060385897972601854,count_move
3,blocked_refresh,4466,96000,0.04652083333333333,count_move
3,beta,24593,300000,0.08197666666666667,parameter
3,state,80669,300000,0.2688966666666667,parameter
3,year,106921,300000,0.35640333333333335,parameter
3,log_sigma_state,244733,300000,0.8157766666666667,parameter
3,log_sigma_year,282463,300000,0.9415433333333333,parameter
3,log_kappa,195448,300000,0.6514933333333334,parameter
