chain,block,accepted,proposed,acceptance_rate,type
1,transfer,18419,189826,0.0970309651997092,count_move
1,interval_transfer,130725,473423,0.276127268848366,count_move
1,interval_path,105336,474894,0.2218094985407269,count_move
1,swap_2x2,14182,568389,0.0249512217864877,count_move
1,cycle_swap,704,189468,0.0037156670255663,count_move
1,blocked_refresh,774,7680,0.10078125,count_move
1,beta,11397,24000,0.474875,parameter
1,state,16568,24000,0.6903333333333334,parameter
1,year,15143,24000,0.6309583333333333,parameter
1,log_sigma_state,10409,24000,0.4337083333333333,parameter
1,log_sigma_year,10470,24000,0.43625,parameter
1,log_kappa,7611,24000,0.317125,parameter
2,transfer,18513,189592,0.0976465251698383,count_move
2,interval_transfer,131014,474415,0.2761590590516741,count_move
2,interval_path,105199,473446,0.2221985189440823,count_move
2,swap_2x2,14182,568908,0.0249284594345658,count_move
2,cycle_swap,681,189639,0.0035910334899466,count_move
2,blocked_refresh,741,7680,0.096484375,count_move
2,beta,11462,24000,0.4775833333333333,parameter
2,state,16862,24000,0.7025833333333333,parameter
2,year,15222,24000,0.63425,parameter
2,log_sigma_state,10468,24000,0.4361666666666666,parameter
2,log_sigma_year,10370,24000,0.4320833333333333,parameter
2,log_kappa,7719,24000,0.321625,parameter
3,transfer,18620,189633,0.0981896610821956,count_move
3,interval_transfer,131145,474105,0.2766159395070712,count_move
3,interval_path,105129,473298,0.2221201019231013,count_move
3,swap_2x2,14442,569699,0.0253502288050356,count_move
3,cycle_swap,670,189265,0.0035400100388344,count_move
3,blocked_refresh,766,7680,0.0997395833333333,count_move
3,beta,11451,24000,0.477125,parameter
3,state,16756,24000,0.6981666666666667,parameter
3,year,15267,24000,0.636125,parameter
3,log_sigma_state,10708,24000,0.4461666666666666,parameter
3,log_sigma_year,10534,24000,0.4389166666666667,parameter
3,log_kappa,7728,24000,0.322,parameter
4,transfer,18793,190215,0.0987987277554346,count_move
4,interval_transfer,131460,474094,0.2772867827899108,count_move
4,interval_path,105218,473168,0.2223692219254049,count_move
4,swap_2x2,14565,569285,0.0255847246985253,count_move
4,cycle_swap,651,189238,0.0034401124509876,count_move
4,blocked_refresh,731,7680,0.0951822916666666,count_move
4,beta,11531,24000,0.4804583333333333,parameter
4,state,16759,24000,0.6982916666666666,parameter
4,year,15181,24000,0.6325416666666667,parameter
4,log_sigma_state,10432,24000,0.4346666666666666,parameter
4,log_sigma_year,10443,24000,0.435125,parameter
4,log_kappa,7626,24000,0.31775,parameter
