chain,block,accepted,proposed,acceptance_rate,type
1,transfer,19493,167719,0.116224160649658,count_move
1,interval_transfer,131722,421244,0.3126976289276524,count_move
1,interval_path,93326,419581,0.222426658976455,count_move
1,swap_2x2,9578,503406,0.019026392216223,count_move
1,cycle_swap,697,168050,0.0041475751264504,count_move
1,blocked_refresh,921,7680,0.119921875,count_move
1,beta,9454,24000,0.3939166666666667,parameter
1,state,15084,24000,0.6285,parameter
1,year,9693,24000,0.403875,parameter
1,log_sigma_state,10563,24000,0.440125,parameter
1,log_sigma_year,10713,24000,0.446375,parameter
1,log_kappa,11059,24000,0.4607916666666666,parameter
2,transfer,19186,167987,0.1142112187252585,count_move
2,interval_transfer,130871,420914,0.3109209957378467,count_move
2,interval_path,92934,418985,0.2218074632743415,count_move
2,swap_2x2,9433,504216,0.0187082520189759,count_move
2,cycle_swap,686,167898,0.0040858140061227,count_move
2,blocked_refresh,914,7680,0.1190104166666666,count_move
2,beta,9457,24000,0.3940416666666667,parameter
2,state,15393,24000,0.641375,parameter
2,year,8361,24000,0.348375,parameter
2,log_sigma_state,10381,24000,0.4325416666666666,parameter
2,log_sigma_year,10488,24000,0.437,parameter
2,log_kappa,11109,24000,0.462875,parameter
3,transfer,19211,168420,0.1140660254126588,count_move
3,interval_transfer,129929,420253,0.3091685246744223,count_move
3,interval_path,92894,419583,0.2213960050812354,count_move
3,swap_2x2,9688,504149,0.0192165411416069,count_move
3,cycle_swap,706,167595,0.0042125361735135,count_move
3,blocked_refresh,884,7680,0.1151041666666666,count_move
3,beta,9354,24000,0.38975,parameter
3,state,15564,24000,0.6485,parameter
3,year,9532,24000,0.3971666666666666,parameter
3,log_sigma_state,10421,24000,0.4342083333333333,parameter
3,log_sigma_year,10522,24000,0.4384166666666667,parameter
3,log_kappa,11058,24000,0.46075,parameter
4,transfer,19182,167518,0.1145070977447199,count_move
4,interval_transfer,131296,419779,0.3127741025634917,count_move
4,interval_path,94611,420626,0.2249290343440491,count_move
4,swap_2x2,9706,503699,0.0192694446484904,count_move
4,cycle_swap,760,168378,0.0045136538027533,count_move
4,blocked_refresh,890,7680,0.1158854166666666,count_move
4,beta,9649,24000,0.4020416666666667,parameter
4,state,15278,24000,0.6365833333333333,parameter
4,year,8180,24000,0.3408333333333333,parameter
4,log_sigma_state,10490,24000,0.4370833333333333,parameter
4,log_sigma_year,10597,24000,0.4415416666666666,parameter
4,log_kappa,11070,24000,0.46125,parameter
