chain,block,accepted,proposed,acceptance_rate,type
1,transfer,10999,234656,0.0468728692213282,count_move
1,interval_transfer,166666,589302,0.2828193354171545,count_move
1,interval_path,147831,588744,0.2510955525661408,count_move
1,swap_2x2,46186,705298,0.065484376816608,count_move
1,cycle_swap,3001,234000,0.0128247863247863,count_move
1,blocked_refresh,376,7680,0.0489583333333333,count_move
1,beta,8266,24000,0.3444166666666666,parameter
1,state,15590,24000,0.6495833333333333,parameter
1,year,13381,24000,0.5575416666666667,parameter
1,log_sigma_state,10400,24000,0.4333333333333333,parameter
1,log_sigma_year,10581,24000,0.440875,parameter
1,log_kappa,8289,24000,0.345375,parameter
2,transfer,11170,234707,0.0475912520717319,count_move
2,interval_transfer,167466,588468,0.2845796203022084,count_move
2,interval_path,148448,588609,0.2522013764655314,count_move
2,swap_2x2,46646,705875,0.0660825216929343,count_move
2,cycle_swap,2923,234341,0.0124732761232562,count_move
2,blocked_refresh,421,7680,0.0548177083333333,count_move
2,beta,8335,24000,0.3472916666666666,parameter
2,state,15639,24000,0.651625,parameter
2,year,13364,24000,0.5568333333333333,parameter
2,log_sigma_state,10143,24000,0.422625,parameter
2,log_sigma_year,10367,24000,0.4319583333333333,parameter
2,log_kappa,8148,24000,0.3395,parameter
3,transfer,11145,235060,0.0474134263592274,count_move
3,interval_transfer,166396,588048,0.2829632955132914,count_move
3,interval_path,147236,587599,0.2505722439963308,count_move
3,swap_2x2,46387,706429,0.0656640653200817,count_move
3,cycle_swap,2969,234864,0.0126413584031609,count_move
3,blocked_refresh,368,7680,0.0479166666666666,count_move
3,beta,8852,24000,0.3688333333333333,parameter
3,state,16070,24000,0.6695833333333333,parameter
3,year,0,24000,0.0,parameter
3,log_sigma_state,10384,24000,0.4326666666666666,parameter
3,log_sigma_year,9539,24000,0.3974583333333333,parameter
3,log_kappa,7626,24000,0.31775,parameter
4,transfer,11037,233992,0.0471682792574105,count_move
4,interval_transfer,166641,588583,0.2831223463810541,count_move
4,interval_path,148593,588198,0.2526241163689778,count_move
4,swap_2x2,46309,705392,0.0656500215483022,count_move
4,cycle_swap,3015,235835,0.0127843619479721,count_move
4,blocked_refresh,381,7680,0.049609375,count_move
4,beta,8273,24000,0.3447083333333333,parameter
4,state,15775,24000,0.6572916666666667,parameter
4,year,13391,24000,0.5579583333333333,parameter
4,log_sigma_state,10409,24000,0.4337083333333333,parameter
4,log_sigma_year,10320,24000,0.43,parameter
4,log_kappa,8284,24000,0.3451666666666667,parameter
