chain,block,accepted,proposed,acceptance_rate,type
1,transfer,15009,215237,0.069732434479202,count_move
1,interval_transfer,175454,540316,0.3247247906780476,count_move
1,interval_path,138733,540113,0.2568592127943597,count_move
1,swap_2x2,28167,648271,0.0434494216153429,count_move
1,cycle_swap,1134,216063,0.0052484691964843,count_move
1,blocked_refresh,513,7680,0.066796875,count_move
1,beta,9292,24000,0.3871666666666666,parameter
1,state,13908,24000,0.5795,parameter
1,year,14251,24000,0.5937916666666667,parameter
1,log_sigma_state,10560,24000,0.44,parameter
1,log_sigma_year,10352,24000,0.4313333333333333,parameter
1,log_kappa,9071,24000,0.3779583333333333,parameter
2,transfer,15296,215639,0.0709333654858351,count_move
2,interval_transfer,176242,539988,0.3263813269924517,count_move
2,interval_path,138562,539650,0.2567627165755582,count_move
2,swap_2x2,28179,648831,0.0434304156244075,count_move
2,cycle_swap,1242,215892,0.0057528764382191,count_move
2,blocked_refresh,527,7680,0.0686197916666666,count_move
2,beta,9412,24000,0.3921666666666666,parameter
2,state,13336,24000,0.5556666666666666,parameter
2,year,14301,24000,0.595875,parameter
2,log_sigma_state,10582,24000,0.4409166666666667,parameter
2,log_sigma_year,10312,24000,0.4296666666666666,parameter
2,log_kappa,9067,24000,0.3777916666666667,parameter
3,transfer,15210,215286,0.0706502048437891,count_move
3,interval_transfer,176679,539914,0.3272354486084821,count_move
3,interval_path,138747,539604,0.2571274490181688,count_move
3,swap_2x2,28217,648852,0.0434875749785775,count_move
3,cycle_swap,1182,216344,0.005463521059054,count_move
3,blocked_refresh,528,7680,0.06875,count_move
3,beta,9906,24000,0.41275,parameter
3,state,13983,24000,0.582625,parameter
3,year,0,24000,0.0,parameter
3,log_sigma_state,10581,24000,0.440875,parameter
3,log_sigma_year,9439,24000,0.3932916666666666,parameter
3,log_kappa,8566,24000,0.3569166666666666,parameter
4,transfer,15291,216213,0.0707219269886639,count_move
4,interval_transfer,176737,538469,0.3282213089332905,count_move
4,interval_path,138559,540641,0.2562865191504159,count_move
4,swap_2x2,28089,648833,0.043291571174709,count_move
4,cycle_swap,1160,215844,0.0053742517744296,count_move
4,blocked_refresh,539,7680,0.0701822916666666,count_move
4,beta,9771,24000,0.407125,parameter
4,state,13600,24000,0.5666666666666667,parameter
4,year,0,24000,0.0,parameter
4,log_sigma_state,10599,24000,0.441625,parameter
4,log_sigma_year,9588,24000,0.3995,parameter
4,log_kappa,8597,24000,0.3582083333333333,parameter
