type,block,min,median,max
count_move,blocked_refresh,0.066796875,0.0686848958333333,0.0701822916666666
count_move,cycle_swap,0.0052484691964843,0.0054188864167418,0.0057528764382191
count_move,interval_path,0.2562865191504159,0.25681096468495895,0.2571274490181688
count_move,interval_transfer,0.3247247906780476,0.3268083878004669,0.3282213089332905
count_move,swap_2x2,0.043291571174709,0.0434399186198752,0.0434875749785775
count_move,transfer,0.069732434479202,0.0706860659162265,0.0709333654858351
parameter,beta,0.3871666666666666,0.3996458333333333,0.41275
parameter,log_kappa,0.3569166666666666,0.368,0.3779583333333333
parameter,log_sigma_state,0.44,0.4408958333333334,0.441625
parameter,log_sigma_year,0.3932916666666666,0.4145833333333333,0.4313333333333333
parameter,state,0.5556666666666666,0.5730833333333334,0.582625
parameter,year,0.0,0.29689583333333336,0.595875
