type,block,min,median,max
count_move,blocked_refresh,0.0704427083333333,0.07265624999999995,0.0795572916666666
count_move,cycle_swap,0.005180710942776,0.0052635784736796,0.0054755166185484
count_move,interval_path,0.234524274199355,0.2349270706406072,0.236791438596226
count_move,interval_transfer,0.2669116266900251,0.26714529321361746,0.2676533378291088
count_move,swap_2x2,0.0378468837637736,0.038025052338259854,0.0380483910916471
count_move,transfer,0.0699024166426216,0.07080738046016485,0.0711646769429485
parameter,beta,0.3604583333333333,0.36775,0.373125
parameter,log_kappa,0.394625,0.398625,0.4058333333333333
parameter,log_sigma_state,0.4339166666666667,0.43629166666666663,0.4395
parameter,log_sigma_year,0.4001666666666666,0.43895833333333334,0.443125
parameter,state,0.6145416666666667,0.6253333333333333,0.6395
parameter,year,0.0,0.4073541666666666,0.431625
