chain,block,accepted,proposed,acceptance_rate,type
1,transfer,14986,210582,0.0711646769429485,count_move
1,interval_transfer,140964,527418,0.2672718792305154,count_move
1,interval_path,125324,529259,0.236791438596226,count_move
1,swap_2x2,24118,633877,0.0380483910916471,count_move
1,cycle_swap,1117,210864,0.0052972532058578,count_move
1,blocked_refresh,541,7680,0.0704427083333333,count_move
1,beta,8955,24000,0.373125,parameter
1,state,15348,24000,0.6395,parameter
1,year,10359,24000,0.431625,parameter
1,log_sigma_state,10414,24000,0.4339166666666667,parameter
1,log_sigma_year,10568,24000,0.4403333333333333,parameter
1,log_kappa,9471,24000,0.394625,parameter
2,transfer,14950,211104,0.0708181749279975,count_move
2,interval_transfer,141295,527903,0.2676533378291088,count_move
2,interval_path,124234,528052,0.2352684962844568,count_move
2,swap_2x2,23995,634002,0.0378468837637736,count_move
2,cycle_swap,1155,210939,0.0054755166185484,count_move
2,blocked_refresh,542,7680,0.0705729166666666,count_move
2,beta,8861,24000,0.3692083333333333,parameter
2,state,15210,24000,0.63375,parameter
2,year,10342,24000,0.4309166666666666,parameter
2,log_sigma_state,10426,24000,0.4344166666666667,parameter
2,log_sigma_year,10635,24000,0.443125,parameter
2,log_kappa,9740,24000,0.4058333333333333,parameter
3,transfer,14939,211013,0.0707965859923322,count_move
3,interval_transfer,141180,528727,0.2670187071967196,count_move
3,interval_path,123720,527398,0.2345856449967576,count_move
3,swap_2x2,24045,632621,0.0380085390778997,count_move
3,cycle_swap,1110,212241,0.0052299037415014,count_move
3,blocked_refresh,574,7680,0.0747395833333333,count_move
3,beta,8651,24000,0.3604583333333333,parameter
3,state,14806,24000,0.6169166666666667,parameter
3,year,0,24000,0.0,parameter
3,log_sigma_state,10516,24000,0.4381666666666666,parameter
3,log_sigma_year,9604,24000,0.4001666666666666,parameter
3,log_kappa,9557,24000,0.3982083333333333,parameter
4,transfer,14778,211409,0.0699024166426216,count_move
4,interval_transfer,140778,527433,0.2669116266900251,count_move
4,interval_path,123773,527762,0.234524274199355,count_move
4,swap_2x2,24105,633649,0.03804156559862,count_move
4,cycle_swap,1097,211747,0.005180710942776,count_move
4,blocked_refresh,611,7680,0.0795572916666666,count_move
4,beta,8791,24000,0.3662916666666667,parameter
4,state,14749,24000,0.6145416666666667,parameter
4,year,9211,24000,0.3837916666666666,parameter
4,log_sigma_state,10548,24000,0.4395,parameter
4,log_sigma_year,10502,24000,0.4375833333333333,parameter
4,log_kappa,9577,24000,0.3990416666666667,parameter
