parameter,label,r_hat,ess_bulk,ess_tail,mcse_mean,mcse_sd,mean,sd,chains,draws_per_chain,draws,ess
latent_rurality_total[metro_large],latent_rurality_total[metro_large],1.04803719735341,118.6507968450393,284.74981575328405,1.086147157429118,0.7495596050939225,28886.452307692307,12.046212257922678,4,650,2600,118.6507968450393
latent_rurality_total[metro_other],latent_rurality_total[metro_other],1.0297305349112964,116.32477603255246,235.08353546980925,1.451073816979143,1.0355763702611942,18476.434615384616,15.692613925852193,4,650,2600,116.32477603255246
latent_rurality_total[nonmetro_adjacent],latent_rurality_total[nonmetro_adjacent],1.0336361894110657,75.24158095623595,136.69329526375972,2.5985350287777336,1.7931731968489113,7659.299230769231,22.44822351374947,4,650,2600,75.24158095623595
latent_rurality_total[nonmetro_nonadjacent],latent_rurality_total[nonmetro_nonadjacent],1.0376971492076554,134.65847006473766,318.35560654654876,1.6312509966660491,1.1029356969039694,3357.813846153846,18.917470275465202,4,650,2600,134.65847006473766
latent_svi_total[Q1_lowest],latent_svi_total[Q1_lowest],1.0102940086745646,146.78555923192587,349.09387277286777,1.2771869420605901,0.9239804666917026,7711.701153846154,15.462334886110428,4,650,2600,146.78555923192587
latent_svi_total[Q2],latent_svi_total[Q2],1.026488804764058,157.59146293825725,396.4870502428819,1.4326172090726075,0.9853073486956894,12611.813461538462,17.95321748391313,4,650,2600,157.59146293825725
latent_svi_total[Q3],latent_svi_total[Q3],1.0488629117702857,112.62826325956837,358.15207122006706,1.6700727100387902,1.1592182081354119,16827.803846153845,18.07302064503988,4,650,2600,112.62826325956837
latent_svi_total[Q4_highest],latent_svi_total[Q4_highest],1.035751475916421,104.2578274578861,233.46276705226202,1.5721824977972678,1.0428234266737044,21228.68153846154,15.96630149154863,4,650,2600,104.2578274578861
