chain,block,accepted,proposed,acceptance_rate,type
1,transfer,13583,179972,0.0754728513324295,count_move
1,interval_transfer,114730,449945,0.2549867205991843,count_move
1,interval_path,73177,450144,0.1625635352242838,count_move
1,swap_2x2,12885,539448,0.0238855274280375,count_move
1,cycle_swap,1542,180491,0.0085433622729111,count_move
1,blocked_refresh,590,7680,0.0768229166666666,count_move
1,beta,9750,24000,0.40625,parameter
1,state,15538,24000,0.6474166666666666,parameter
1,year,10953,24000,0.456375,parameter
1,log_sigma_state,10460,24000,0.4358333333333333,parameter
1,log_sigma_year,10469,24000,0.4362083333333333,parameter
1,log_kappa,10770,24000,0.44875,parameter
2,transfer,13568,180019,0.0753698220743366,count_move
2,interval_transfer,115530,450754,0.2563038819400382,count_move
2,interval_path,73412,449408,0.1633526772999145,count_move
2,swap_2x2,12865,539825,0.0238317973417311,count_move
2,cycle_swap,1503,179994,0.0083502783426114,count_move
2,blocked_refresh,590,7680,0.0768229166666666,count_move
2,beta,9821,24000,0.4092083333333333,parameter
2,state,15699,24000,0.654125,parameter
2,year,11450,24000,0.4770833333333333,parameter
2,log_sigma_state,10477,24000,0.4365416666666666,parameter
2,log_sigma_year,10474,24000,0.4364166666666667,parameter
2,log_kappa,10655,24000,0.4439583333333333,parameter
3,transfer,13431,180006,0.074614179527349,count_move
3,interval_transfer,114801,450003,0.255111632589116,count_move
3,interval_path,73465,450610,0.1630345531612702,count_move
3,swap_2x2,12925,539177,0.0239717198619377,count_move
3,cycle_swap,1511,180204,0.0083849415107322,count_move
3,blocked_refresh,575,7680,0.0748697916666666,count_move
3,beta,9786,24000,0.40775,parameter
3,state,15770,24000,0.6570833333333334,parameter
3,year,12097,24000,0.5040416666666667,parameter
3,log_sigma_state,10354,24000,0.4314166666666666,parameter
3,log_sigma_year,10540,24000,0.4391666666666666,parameter
3,log_kappa,10772,24000,0.4488333333333333,parameter
4,transfer,13506,180611,0.074779498480159,count_move
4,interval_transfer,114779,449646,0.2552652531102244,count_move
4,interval_path,72747,448829,0.1620817727909738,count_move
4,swap_2x2,12873,541191,0.0237864266035466,count_move
4,cycle_swap,1580,179723,0.0087913066218569,count_move
4,blocked_refresh,591,7680,0.076953125,count_move
4,beta,9809,24000,0.4087083333333333,parameter
4,state,15240,24000,0.635,parameter
4,year,11813,24000,0.4922083333333333,parameter
4,log_sigma_state,10578,24000,0.44075,parameter
4,log_sigma_year,10478,24000,0.4365833333333333,parameter
4,log_kappa,10768,24000,0.4486666666666666,parameter
