county_fips,year,complete_count,public_status,public_lower,public_upper,posterior_mean,posterior_lower_95,posterior_upper_95,absolute_error,squared_error,covered_95
13005,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13005,2020,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13005,2021,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13005,2022,3,suppressed_1_9,1,9,1.4518055555555556,1.0,3.0,1.5481944444444444,2.396906037808642,True
13005,2023,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13005,2024,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13015,2019,4,suppressed_1_9,1,9,3.4451388888888888,1.0,7.0,0.5548611111111112,0.3078708526234569,True
13015,2020,5,suppressed_1_9,1,9,3.575972222222222,1.0,7.0,1.424027777777778,2.027855111882716,True
13015,2021,4,suppressed_1_9,1,9,2.9868055555555557,1.0,5.0,1.0131944444444443,1.0265629822530862,True
13015,2022,3,suppressed_1_9,1,9,3.624722222222222,1.0,7.0,0.6247222222222222,0.39027785493827155,True
13015,2023,5,suppressed_1_9,1,9,4.707638888888889,1.0,8.0,0.29236111111111107,0.08547501929012344,True
13015,2024,2,suppressed_1_9,1,9,4.659722222222222,1.0,8.0,2.6597222222222223,7.074122299382717,True
13023,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13023,2020,1,suppressed_1_9,1,9,1.449861111111111,1.0,3.0,0.44986111111111104,0.2023750192901234,True
13023,2021,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13023,2022,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13023,2023,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13023,2024,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13121,2019,51,exact,51,51,51.0,51.0,51.0,0.0,0.0,True
13121,2020,28,exact,28,28,28.0,28.0,28.0,0.0,0.0,True
13121,2021,60,exact,60,60,60.0,60.0,60.0,0.0,0.0,True
13121,2022,21,exact,21,21,21.0,21.0,21.0,0.0,0.0,True
13121,2023,27,exact,27,27,27.0,27.0,27.0,0.0,0.0,True
13121,2024,45,exact,45,45,45.0,45.0,45.0,0.0,0.0,True
13141,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13141,2020,1,suppressed_1_9,1,9,1.3545833333333333,1.0,3.0,0.35458333333333325,0.1257293402777777,True
13141,2021,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13141,2022,1,suppressed_1_9,1,9,1.3495833333333334,1.0,3.0,0.34958333333333336,0.12220850694444446,True
13141,2023,2,suppressed_1_9,1,9,1.4608333333333334,1.0,3.0,0.5391666666666666,0.29070069444444435,True
13141,2024,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13195,2019,5,suppressed_1_9,1,9,2.058333333333333,1.0,5.0,2.941666666666667,8.65340277777778,True
