replicate,truth_scenario,scenario,model_type,term,coefficient,irr,ci_low,ci_high,standard_error,n_rows,events,truth_irr,bias_irr,squared_error_irr,truth_covered_by_95_interval
2,lower_rate_2_4_kappa_10,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,primary_rurality_metro_other,0.3030391089639708,1.3539674156697248,0.9964045674264715,1.839842793404933,0.1564495003265174,432,1933.0,1.12,0.23396741566972468,0.05474075159516973,True
2,lower_rate_2_4_kappa_10,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_adjacent,0.20426053924148485,1.2266176938715476,0.8420094670269782,1.7869050477915185,0.19195130640026978,432,1933.0,1.27,-0.0433823061284524,0.0018820244850227584,True
2,lower_rate_2_4_kappa_10,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_nonadjacent,0.260184998385688,1.2971700388328526,0.9049857692960496,1.8593111259136008,0.1836842134317768,432,1933.0,1.23,0.06717003883285266,0.004511814116806935,True
2,lower_rate_2_4_kappa_10,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,svi_quartile_Q2,-0.029620875174383665,0.9708135232948013,0.717470996246405,1.3136125389637145,0.15428667364335769,432,1933.0,1.1,-0.12918647670519878,0.016689145763502868,True
2,lower_rate_2_4_kappa_10,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,svi_quartile_Q3,0.17024777691176893,1.1855985788838819,0.8889665440290678,1.5812113511951447,0.1469099256894343,432,1933.0,1.25,-0.06440142111611813,0.004147543041775586,True
2,lower_rate_2_4_kappa_10,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,svi_quartile_Q4_highest,0.37424951406918416,1.4538998736763646,1.0494225270582427,2.0142743158007628,0.16633136501086612,432,1933.0,1.43,0.023899873676364702,0.0005712039617461904,True
2,lower_rate_2_4_kappa_10,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,primary_rurality_metro_other,-43.32535497185891,1.5276976452637302e-19,,,,243,1557.0,1.12,-1.12,1.2544000000000002,False
2,lower_rate_2_4_kappa_10,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_adjacent,-62.76626328394303,5.5075469251787425e-28,0.0,inf,171157.9819110751,243,1557.0,1.27,-1.27,1.6129,True
2,lower_rate_2_4_kappa_10,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_nonadjacent,-45.06058645715691,2.694237957346939e-20,,,,243,1557.0,1.23,-1.23,1.5129,False
2,lower_rate_2_4_kappa_10,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,svi_quartile_Q2,1.7735553070371068,5.891763196067964,0.23194121525817063,149.66237682208646,1.6504217494732605,243,1557.0,1.1,4.791763196067963,22.96099452719146,True
