chain,block,accepted,proposed,acceptance_rate,type
1,transfer,14900,206727,0.0720757327296386,count_move
1,interval_transfer,127916,516088,0.2478569546278929,count_move
1,interval_path,100063,516538,0.1937185647522544,count_move
1,swap_2x2,22933,618348,0.0370875299992884,count_move
1,cycle_swap,1477,206299,0.0071595111949161,count_move
1,blocked_refresh,543,7680,0.070703125,count_move
1,beta,8960,24000,0.3733333333333333,parameter
1,state,16245,24000,0.676875,parameter
1,year,11879,24000,0.4949583333333333,parameter
1,log_sigma_state,10288,24000,0.4286666666666666,parameter
1,log_sigma_year,10489,24000,0.4370416666666666,parameter
1,log_kappa,8611,24000,0.3587916666666667,parameter
2,transfer,14988,207139,0.0723572094101062,count_move
2,interval_transfer,127359,515044,0.2472779024704685,count_move
2,interval_path,99336,516109,0.1924709702795339,count_move
2,swap_2x2,22738,619350,0.0367126826511665,count_move
2,cycle_swap,1451,206358,0.0070314695819885,count_move
2,blocked_refresh,559,7680,0.0727864583333333,count_move
2,beta,8954,24000,0.3730833333333333,parameter
2,state,16212,24000,0.6755,parameter
2,year,11417,24000,0.4757083333333333,parameter
2,log_sigma_state,10279,24000,0.4282916666666667,parameter
2,log_sigma_year,10418,24000,0.4340833333333333,parameter
2,log_kappa,8813,24000,0.3672083333333333,parameter
3,transfer,14927,206212,0.0723866700289023,count_move
3,interval_transfer,127767,515436,0.2478814052569087,count_move
3,interval_path,100668,516757,0.194807230477768,count_move
3,swap_2x2,23021,618903,0.0371964588958205,count_move
3,cycle_swap,1479,206692,0.0071555744779672,count_move
3,blocked_refresh,567,7680,0.073828125,count_move
3,beta,9055,24000,0.3772916666666667,parameter
3,state,16317,24000,0.679875,parameter
3,year,11619,24000,0.484125,parameter
3,log_sigma_state,10361,24000,0.4317083333333333,parameter
3,log_sigma_year,10580,24000,0.4408333333333333,parameter
3,log_kappa,8820,24000,0.3675,parameter
4,transfer,14665,205941,0.0712097154039263,count_move
4,interval_transfer,128322,516413,0.2484871604703987,count_move
4,interval_path,99577,516485,0.1927974674966359,count_move
4,swap_2x2,22732,618083,0.0367782320497408,count_move
4,cycle_swap,1495,207078,0.0072195018302282,count_move
4,blocked_refresh,573,7680,0.074609375,count_move
4,beta,9062,24000,0.3775833333333333,parameter
4,state,16302,24000,0.67925,parameter
4,year,0,24000,0.0,parameter
4,log_sigma_state,10242,24000,0.42675,parameter
4,log_sigma_year,9664,24000,0.4026666666666667,parameter
4,log_kappa,8698,24000,0.3624166666666666,parameter
