chain,block,accepted,proposed,acceptance_rate,type
4,transfer,2273283,49494753,0.04592977764733971,count_move
4,interval_transfer,3689128,17997508,0.20497993388862504,count_move
4,swap_2x2,1360793,22507739,0.06045889371651235,count_move
4,blocked_refresh,4394,96000,0.04577083333333333,count_move
4,beta,25023,300000,0.08341,parameter
4,state,81310,300000,0.27103333333333335,parameter
4,year,107155,300000,0.35718333333333335,parameter
4,log_sigma_state,244541,300000,0.8151366666666666,parameter
4,log_sigma_year,282289,300000,0.9409633333333334,parameter
4,log_kappa,195008,300000,0.6500266666666666,parameter
