chain,block,accepted,proposed,acceptance_rate,type
5,transfer,2272009,49501635,0.045897655703695445,count_move
5,interval_transfer,3694337,18003667,0.2051991408194786,count_move
5,swap_2x2,1357847,22494698,0.06036297975638526,count_move
5,blocked_refresh,4528,96000,0.04716666666666667,count_move
5,beta,25182,300000,0.08394,parameter
5,state,80861,300000,0.26953666666666665,parameter
5,year,106758,300000,0.35586,parameter
5,log_sigma_state,244631,300000,0.8154366666666667,parameter
5,log_sigma_year,281914,300000,0.9397133333333333,parameter
5,log_kappa,195395,300000,0.6513166666666667,parameter
