replicate,truth_scenario,scenario,model_type,term,coefficient,irr,ci_low,ci_high,standard_error,n_rows,events,truth_irr,bias_irr,squared_error_irr,truth_covered_by_95_interval
1,baseline_rate_3_4_kappa_10,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,primary_rurality_metro_other,0.0589572245714514,1.0607298665950988,0.8094023090600246,1.3900971584742738,0.1379675603629161,432,2892.0,1.12,-0.0592701334049012,0.0035129487138347,True
1,baseline_rate_3_4_kappa_10,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_adjacent,0.352749887596591,1.4229751951758636,0.9444520893155104,2.143950369735852,0.2091327586224165,432,2892.0,1.27,0.1529751951758635,0.0234014103390935,True
1,baseline_rate_3_4_kappa_10,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_nonadjacent,0.1901166702751614,1.2093906893709934,0.7734860895230324,1.8909529975376416,0.2280429914366332,432,2892.0,1.23,-0.0206093106290066,0.0004247436846028,True
1,baseline_rate_3_4_kappa_10,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,svi_quartile_Q2,-0.2041220252032788,0.815362870296614,0.6314875800457334,1.0527785997155887,0.1303851936570051,432,2892.0,1.1,-0.284637129703386,0.0810182956057822,False
1,baseline_rate_3_4_kappa_10,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,svi_quartile_Q3,-0.0790014665892096,0.924038569259098,0.7178769446706188,1.1894061841896442,0.1288039001457272,432,2892.0,1.25,-0.3259614307409019,0.1062508543306557,False
1,baseline_rate_3_4_kappa_10,oracle_complete_counts,NB2_GLM_known_dispersion_HC0,svi_quartile_Q4_highest,0.1615749070458985,1.1753604976436896,0.8588687536098345,1.6084789365253755,0.1600581966639811,432,2892.0,1.43,-0.2546395023563104,0.0648412761602694,True
1,baseline_rate_3_4_kappa_10,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,primary_rurality_metro_other,-1.415815412553653,0.2427276095923186,0.0960847116274623,0.613174473446219,0.4728110465672777,207,2350.0,1.12,-0.8772723904076815,0.7696068469716075,False
1,baseline_rate_3_4_kappa_10,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_adjacent,-1.8497383106669385,0.1572783189871857,0.0383970449296187,0.6442284730186022,0.7194063605308915,207,2350.0,1.27,-1.1127216810128142,1.2381495393959832,False
1,baseline_rate_3_4_kappa_10,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,primary_rurality_nonmetro_nonadjacent,-23.9606377285024,3.9266957432571037e-11,9.62749126956616e-12,1.6015532009730167e-10,0.7172248507868139,207,2350.0,1.23,-1.229999999960733,1.512899999903403,False
1,baseline_rate_3_4_kappa_10,visible_exact_and_zero_only,NB2_GLM_known_dispersion_HC0,svi_quartile_Q2,-0.3612767972949644,0.696786103263117,0.2948037273105846,1.6468953026129782,0.4388615703718905,207,2350.0,1.1,-0.4032138967368831,0.1625814465217418,True
