replicates,suppressed_cells_total,weighted_coverage_95,pooled_root_mean_squared_error,median_replicate_coverage_95,minimum_replicate_coverage_95,maximum_replicate_coverage_95,median_replicate_interval_width
16,3480,0.9942528735632183,0.9944358031766637,0.9952148728163563,0.983957219251337,1.0,3.2057912912912903
