replicate,scenario,parameter,truth_irr,posterior_median_irr,posterior_lower_95,posterior_upper_95,bias_irr,relative_bias_percent,squared_error_irr,interval_width,truth_covered_by_95_interval,r_hat,ess_bulk,ess_tail
13,baseline_rate_3_4_kappa_10,svi_quartile_Q4_highest,1.43,1.3422611261397497,1.0190684698316752,1.8853091584256787,-0.0877388738602504,-6.135585584632897,0.0076981099862649,0.8662406885940035,True,1.0157738057230954,161.166116705764,310.5667190854033
14,lower_rate_2_4_kappa_10,primary_rurality_metro_other,1.12,1.2089221055889663,0.8756778074558169,1.6473939362607588,0.0889221055889661,7.939473713300549,0.0079071408623752,0.7717161288049419,True,1.015179123407763,245.4953734853363,552.3649173751487
14,lower_rate_2_4_kappa_10,primary_rurality_nonmetro_adjacent,1.27,1.1423729029794014,0.7828485908062199,1.6877488476055718,-0.1276270970205986,-10.04937771815737,0.0162886758939052,0.9049002567993518,True,1.027378897538353,164.49442454297176,460.17373253127903
14,lower_rate_2_4_kappa_10,primary_rurality_nonmetro_nonadjacent,1.23,1.0512072542453947,0.7247827996803687,1.5623607514322595,-0.1787927457546052,-14.535995589805308,0.0319668459344709,0.8375779517518908,True,1.011966303907031,155.4178612850422,363.1086117178722
14,lower_rate_2_4_kappa_10,svi_quartile_Q2,1.1,0.9348851384916366,0.6945074280685484,1.237220615692872,-0.1651148615083635,-15.010441955305776,0.027262917490926,0.5427131876243236,True,1.012067583265636,336.3927263600629,758.750273948746
14,lower_rate_2_4_kappa_10,svi_quartile_Q3,1.25,1.02767970963524,0.7974652564239996,1.2997927969380028,-0.2223202903647598,-17.785623229180793,0.0494263115078711,0.5023275405140032,True,1.006846967164186,401.2760183562993,830.9704702628474
14,lower_rate_2_4_kappa_10,svi_quartile_Q4_highest,1.43,1.2572755911815647,0.9031558963220178,1.6978713080306551,-0.1727244088184352,-12.078629987303158,0.0298337214016779,0.7947154117086376,True,1.0060845766549054,207.95517156335504,485.1291942168414
15,higher_rate_5_0_kappa_10,primary_rurality_metro_other,1.12,1.097343002962046,0.867210860887935,1.3757787163303117,-0.0226569970379542,-2.0229461641030566,0.0005133395147778,0.5085678554423767,True,1.0079444869967993,432.0768752004592,910.3120378296196
15,higher_rate_5_0_kappa_10,primary_rurality_nonmetro_adjacent,1.27,1.2217323613746505,0.9160520920019096,1.5986891074517249,-0.0482676386253495,-3.8006014665629584,0.0023297649384673,0.6826370154498149,True,1.0040400692330034,312.2238354425231,567.6186732587657
15,higher_rate_5_0_kappa_10,primary_rurality_nonmetro_nonadjacent,1.23,1.468281087676066,1.076868857537688,1.93347193959403,0.2382810876760661,19.37244615252571,0.0567778767440891,0.8566030820563422,True,1.0098331830388767,263.42492424412706,400.5782553773577
15,higher_rate_5_0_kappa_10,svi_quartile_Q2,1.1,1.05125734513285,0.8268507548878291,1.3268296245397226,-0.0487426548671501,-4.431150442468191,0.0023758464034981,0.4999788696518935,True,1.0151636645913538,319.5476401899461,820.3347066041179
15,higher_rate_5_0_kappa_10,svi_quartile_Q3,1.25,1.335056098655374,1.0771222439027963,1.6800970542884264,0.0850560986553738,6.804487892429911,0.0072345399184726,0.6029748103856298,True,1.0140920045347623,312.9148587327209,797.4992940363435
15,higher_rate_5_0_kappa_10,svi_quartile_Q4_highest,1.43,1.3528859212463509,1.0444696696860982,1.7666244190759974,-0.077114078753649,-5.392592919835604,0.0059465811420239,0.7221547493898992,True,1.0112251255227855,302.07884145957195,669.7820813479408
