parameter,replicates,coverage_successes,coverage_fraction,coverage_exact_95_lower,coverage_exact_95_upper,mean_bias_irr,median_bias_irr,root_mean_squared_error_irr,median_absolute_relative_bias_percent,median_interval_width,maximum_rhat,minimum_bulk_ess,minimum_tail_ess
primary_rurality_metro_other,16,15,0.9375,0.697679261565468,0.9984188882772341,0.026385990803658523,-0.0173747071311584,0.18119811916679632,8.76472387092625,0.6572511014287863,1.016400772424192,209.6865132934514,552.3649173751487
primary_rurality_nonmetro_adjacent,16,15,0.9375,0.697679261565468,0.9984188882772341,0.07055185256328646,-0.0172075603097391,0.2911590140013385,9.35149757595739,0.9817185522277183,1.030640711954588,146.02649511777847,287.4563839872459
primary_rurality_nonmetro_nonadjacent,16,16,1.0,0.7940927857921772,1.0,0.017129321333550215,0.051862170888487054,0.1608320403552642,13.4609086523937,0.8850928350790134,1.0343689196586123,132.57317814188056,274.4170389589976
svi_quartile_Q2,16,14,0.875,0.6165237631507364,0.9844863961845861,-0.004163150792537559,-0.04368431592547235,0.17287847389874397,7.795775659948734,0.5858315524605059,1.0219988258238952,228.75919234319028,418.83020393507
svi_quartile_Q3,16,16,1.0,0.7940927857921772,1.0,-0.017241630117654942,-0.01720253409812315,0.1511313743470605,9.52370867211681,0.6027579019755711,1.022284937580108,238.16288328185615,420.1029299834023
svi_quartile_Q4_highest,16,16,1.0,0.7940927857921772,1.0,-0.06354676252763078,-0.0824264763069497,0.21726638769076836,11.569463681729886,0.8601161602058347,1.031121386070774,161.166116705764,283.2079155350972
