county_fips,acs_total_population,acs_pct_male,acs_pct_age_65_plus,acs_pct_non_hispanic_black,acs_pct_hispanic,acs_pct_poverty,acs_pct_uninsured,acs_pct_high_school_grad_or_higher,acs_pct_bachelors_or_higher,acs_median_household_income
01001,59285,48.35793202327739,15.980433499198785,19.952770515307414,3.6906468752635577,10.684306413989205,7.364588545890635,90.2789020531312,28.28267961831874,69841.0
01003,239945,48.89287128300236,21.390735376857194,7.939736189543437,5.581695805288712,10.514698717595671,8.169697174530215,91.73139986510687,32.79763704444496,75019.0
01005,24757,52.130710506119485,19.715635981742537,46.899866704366445,6.018499818233227,21.92147806004619,10.836984090385059,77.81370546857272,11.464715225777173,44290.0
01007,22152,53.376670278078734,16.95557963163597,20.697905381003974,3.358613217768147,20.51158533648056,8.324912179394639,80.3402171866173,11.468206641139917,51215.0
01009,59292,50.485731633272614,18.58429467719085,1.2598664238008501,10.055319436011603,14.095286797920394,10.19395196246749,82.69620160523041,15.57902954307043,61096.0
01011,10157,54.68150044304421,17.889140494240426,71.22181746578714,5.680811263168258,25.651127161304444,12.942332896461336,74.04445649227432,8.999728923827595,36723.0
01013,18807,46.025416068485136,21.406922954219173,44.72270962939331,1.595150741745095,21.015866139600366,12.263845406455792,87.59495594044363,13.764813126709207,44881.0
01015,116141,48.347267545483504,18.028947572347406,21.550529098251264,4.434265246553758,17.462188175211157,11.092739854254695,86.08620448446462,20.545105370928564,55826.0
01017,34450,46.67634252539913,19.982583454281567,39.72133526850508,3.6865021770682147,15.480078380143697,12.23828734650608,83.62195719653651,14.585035124979578,49295.0
01019,25224,49.25071360608944,23.798763082778308,3.73453853472883,1.732477006026007,14.523339643159208,9.018759018759019,83.86856260318474,15.945039143633169,50769.0
01021,45500,48.89010989010989,16.892307692307693,9.153846153846153,9.865934065934066,13.614793360810962,10.073280347140738,84.1870751618044,15.24701596903763,61873.0
01023,12525,46.88223552894212,23.808383233532933,38.13972055888223,1.085828343313373,19.53055443140429,8.166062071745264,84.21871527006002,13.914203156256946,44483.0
