parameter,pilot_median_irr,pilot_lower_95,pilot_upper_95,archived_v111_median_irr,pilot_minus_v111,pilot_relative_shift_percent,r_hat,ess_bulk,ess_tail
primary_rurality_metro_other,1.1457729280319056,1.1026782063061402,1.209327675864864,1.140520934837982,0.005251993193923665,0.460490731340224,1.5485617197586306,7.97204727109152,15.005037405414678
primary_rurality_nonmetro_adjacent,1.2698406498188783,1.2057289498460433,1.347377094573523,1.2726487702339695,-0.002808120415091153,-0.22065164252466074,1.518681563820358,8.200375097971095,16.135724494029773
primary_rurality_nonmetro_nonadjacent,1.2463806730951514,1.17350040379862,1.3463978808963049,1.2349854322162956,0.011395240878855795,0.92270245312982,1.694574667700296,6.835328497083025,29.59262922865702
svi_quartile_Q2,1.10149031920071,1.0439524142509684,1.1467020199105498,1.1128195273925932,-0.011329208191883211,-1.0180633888073665,1.157782759765642,27.616417271073498,22.853516375235888
svi_quartile_Q3,1.2347736348093932,1.1800764843487932,1.2933695366724665,1.2513128932779196,-0.01653925846852644,-1.3217524215866194,1.4026614746907484,9.264345688107932,25.711556771388935
svi_quartile_Q4_highest,1.4016931576906613,1.329208784805175,1.4864384939891038,1.4329866240234084,-0.0312934663327471,-2.183793331223438,1.401039931942397,9.385169303585807,21.143743611801867
