county_fips,year,complete_count,public_status,public_lower,public_upper,posterior_mean,posterior_lower_95,posterior_upper_95,absolute_error,squared_error,covered_95
13005,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13005,2020,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13005,2021,1,suppressed_1_9,1,9,2.0693055555555557,1.0,5.0,1.0693055555555557,1.1434143711419757,True
13005,2022,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13005,2023,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13005,2024,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13015,2019,7,suppressed_1_9,1,9,7.620138888888889,5.0,9.0,0.6201388888888886,0.3845722415123453,True
13015,2020,7,suppressed_1_9,1,9,6.828194444444445,3.0,9.0,0.17180555555555532,0.029517148919753006,True
13015,2021,6,suppressed_1_9,1,9,6.582222222222223,3.0,9.0,0.5822222222222226,0.3389827160493832,True
13015,2022,8,suppressed_1_9,1,9,7.51,4.0,9.0,0.4900000000000002,0.2401000000000002,True
13015,2023,6,suppressed_1_9,1,9,5.459444444444444,2.0,9.0,0.5405555555555557,0.29220030864197544,True
13015,2024,10,exact,10,10,10.0,10.0,10.0,0.0,0.0,True
13023,2019,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13023,2020,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13023,2021,3,suppressed_1_9,1,9,1.7006944444444445,1.0,4.0,1.2993055555555555,1.6881949266975307,True
13023,2022,1,suppressed_1_9,1,9,1.9838888888888888,1.0,4.0,0.9838888888888888,0.9680373456790122,True
13023,2023,2,suppressed_1_9,1,9,1.5476388888888888,1.0,3.0,0.4523611111111112,0.2046305748456791,True
13023,2024,3,suppressed_1_9,1,9,2.297361111111111,1.0,5.0,0.702638888888889,0.49370140817901254,True
13121,2019,69,exact,69,69,69.0,69.0,69.0,0.0,0.0,True
13121,2020,21,exact,21,21,21.0,21.0,21.0,0.0,0.0,True
13121,2021,46,exact,46,46,46.0,46.0,46.0,0.0,0.0,True
13121,2022,85,exact,85,85,85.0,85.0,85.0,0.0,0.0,True
13121,2023,114,exact,114,114,114.0,114.0,114.0,0.0,0.0,True
13121,2024,97,exact,97,97,97.0,97.0,97.0,0.0,0.0,True
13141,2019,4,suppressed_1_9,1,9,1.6241666666666668,1.0,3.0,2.3758333333333335,5.644584027777778,False
13141,2020,0,zero,0,0,0.0,0.0,0.0,0.0,0.0,True
13141,2021,1,suppressed_1_9,1,9,1.4631944444444445,1.0,3.0,0.46319444444444446,0.21454909336419756,True
13141,2022,1,suppressed_1_9,1,9,1.6306944444444444,1.0,3.0,0.6306944444444444,0.3977754822530864,True
13141,2023,2,suppressed_1_9,1,9,1.3688888888888888,1.0,3.0,0.6311111111111112,0.39830123456790134,True
