chain,block,accepted,proposed,acceptance_rate,type
1,transfer,14223,230443,0.0617202518627165,count_move
1,interval_transfer,193526,575925,0.3360263923253896,count_move
1,interval_path,142279,576144,0.2469504151739842,count_move
1,swap_2x2,46146,691535,0.066729811217075,count_move
1,cycle_swap,3436,229953,0.0149421838375668,count_move
1,blocked_refresh,482,7680,0.0627604166666666,count_move
1,beta,7581,24000,0.315875,parameter
1,state,15229,24000,0.6345416666666667,parameter
1,year,11479,24000,0.4782916666666666,parameter
1,log_sigma_state,10304,24000,0.4293333333333333,parameter
1,log_sigma_year,10417,24000,0.4340416666666666,parameter
1,log_kappa,8345,24000,0.3477083333333333,parameter
2,transfer,14114,229815,0.0614146161042577,count_move
2,interval_transfer,194100,575996,0.3369815068160195,count_move
2,interval_path,140972,576227,0.2446466409939138,count_move
2,swap_2x2,46409,691220,0.0671407077341512,count_move
2,cycle_swap,3480,230742,0.0150817796499986,count_move
2,blocked_refresh,484,7680,0.0630208333333333,count_move
2,beta,7437,24000,0.309875,parameter
2,state,15261,24000,0.635875,parameter
2,year,12372,24000,0.5155,parameter
2,log_sigma_state,10204,24000,0.4251666666666667,parameter
2,log_sigma_year,10569,24000,0.440375,parameter
2,log_kappa,8427,24000,0.351125,parameter
3,transfer,14111,230372,0.0612531036757939,count_move
3,interval_transfer,193340,576123,0.3355880601885361,count_move
3,interval_path,140838,576317,0.2443759250551345,count_move
3,swap_2x2,46060,690511,0.0667042233939792,count_move
3,cycle_swap,3435,230677,0.0148909514169162,count_move
3,blocked_refresh,426,7680,0.05546875,count_move
3,beta,7515,24000,0.313125,parameter
3,state,15299,24000,0.6374583333333333,parameter
3,year,12512,24000,0.5213333333333333,parameter
3,log_sigma_state,10213,24000,0.4255416666666666,parameter
3,log_sigma_year,10504,24000,0.4376666666666666,parameter
3,log_kappa,8512,24000,0.3546666666666667,parameter
4,transfer,14328,230952,0.0620388652187467,count_move
4,interval_transfer,192506,576270,0.3340552171725059,count_move
4,interval_path,141547,575758,0.2458446083250254,count_move
4,swap_2x2,46038,691302,0.0665960752319536,count_move
4,cycle_swap,3387,229718,0.0147441645844034,count_move
4,blocked_refresh,463,7680,0.0602864583333333,count_move
4,beta,7403,24000,0.3084583333333333,parameter
4,state,15332,24000,0.6388333333333334,parameter
4,year,12307,24000,0.5127916666666666,parameter
4,log_sigma_state,10351,24000,0.4312916666666667,parameter
4,log_sigma_year,10487,24000,0.4369583333333333,parameter
4,log_kappa,8674,24000,0.3614166666666666,parameter
